,0
533,one million    day go may more 
534,ever wonder lacson sotto tandem wear checker polo campaigning 
535,
536,aika robredo late monday ralli support mother leni  presidenti campaign focu house to hous sorties     
537,ateneo de manila univers de la sall univers call support wear pink vp leni robredo two basketbal rival face tuesday 
538,peopl choos abstain voting     
539,ever wonder lacson sotto tandem wear checker polo campaign     
540,piolo pascual   to leni robredo sure that  
541,icymi  presidenti candid leni robredo  support japan also encourag fellow ofw vote     
542, piolo pascual endors presidenti candid leni robredo    
543,senatori aspir luke spirit acknowledg  zaddi status  podcast episode here  think term     
544,day th webinar nation forum commun democraci  vote  watch  citizens  vote watch  moderator  malou mangahas with lente  ppcrv  namfrel  democraci watch ph register 
545, on tuesday wear pink ateneo de manila univers de la sall univers monday encourag support wear pink vp leni robredo two basketbal rival face tuesday     
546,easier vote filipino abroad     
547,protect peac keep open mind w may differ opinion that  a ok  let  keep elect free fair 
548,day go may  here  guid maintain peac social media 
549,protect peac keep open mind w may differ opinion that  a ok  let  keep elect free fair 
550,robredo  support japan also encourag fellow ofw vote 
551,day th webinar nation forum commun democraci  vote  watch out  citizens  vote watch  moderator  malou mangahas with lente  ppcrv  namfrel  democraci watch ph register 
552, president  nadin luster flex clout caus bottl mang toma sauc go trend twitter morn vice presid leni robredo  biggest campaign ralli far pampanga 
553,day go may stori here 
554,brainless
555,explainer   onion  ralli translat vote leni robredo 
556,watch  drone shot pampanga ralli vp leni robredo kiko pangilinan a pm  crowd estim accord local pnp organizers  via  video  vp leni media bureau 
557,spread love  coupl show love conquer elect politics     
558,one month go may  have decid vote for  stories 
559,interest elect talks join next pc webinar   vote  watch  citizens  vote watch  lens  namfrel  ppcrv democraci watch moderator  malou dare regist here 
560,day th webinar nation forum commun democraci  vote  watch out  citizens  vote watch  moderator  malou mangahas with lente  ppcrv  namfrel  democraci watch ph register 
561,icymi  presidenti candid manni pacquiao warn voter avoid corruption taint candid    
562,ask friend color goe well    discuss becam political 
563, share love  hate thi coupl show love conquer elect politics  https    
564,interest elect talks join next pc webinar   vote  watch  citizens  vote watch  lens  namfrel  ppcrv democraci watch moderator  malou dare regist here 
565,presidenti candid manni pacquiao warn voter avoid corruption taint candid    
566,spread love  coupl show love conquer elect politics     
567,day th webinar nation forum commun democraci  vote  watch  citizens  vote watch  moderator  malou mangahas with lente  ppcrv  namfrel  democraci watch ph register 
568,daughter presidenti candid leni robredo shift strategi reach peopl ground     
569,crack hate speech misinformation     
570,presid rodrigo dutert take new role interview    
571,vice presidenti candid kiko pangilinan address  rosa  tandem first time 
572,elect call us make import choices  get know candid thorough research make sure choos one worth vote for 
573,presidenti candid manni pacquiao keep sen migz zubiri senatori slate despit endors bongbong marcos 
574,k brosa ask ethel booba talk prefer presidenti
575,time cal well 
576,interest elect talks join next pc webinar   vote  watch  citizens  vote watch  lens  namfrel  ppcrv democraci watch moderator  malou dare regist here 
577,sen franc pangilinan wednesday urg public protect tandem vice presid leni robredo    
578,crack hate speech misinformation     
579,sen migz zubiri  endors bongbong marcos  remain senatori slate sen manni pacquiao     
580,day th webinar nation forum commun democraci  vote  watch  citizens  vote watch  moderator  malou mangahas with lente  ppcrv  namfrel  democraci watch ph register 
581,vice presid leni robredo trim lead further 
582,who  endors who 
583,manila mayor isko moreno wednesday pitch choic voter want  peac mind 
584,manila mayor isko moreno wednesday pitch choic voter want  peac mind     
585,here  vote senior citizen  pregnant  pwd    
586,interest elect talks join next pc webinar   vote  watch  citizens  vote watch  lens  namfrel  ppcrv democraci watch moderator  malou dare regist here 
587, todo na  to tour  rufa mae quinto perform marcos  pacquiao campaign ralli draw mix reaction
588,bongbong marco still pre elect survey frontrunner     
589,presid rodrigo dutert explain he  endors candid eye succeed    
590,facebook answer question role tech giant may election watch webinar recap join next webinar  vote  watch  citizens  vote watch register 
591,archives  public appreci result elect surveys     
592,day th webinar nation forum commun democraci  vote  watch  citizens  vote watch  moderator  malou mangahas with lente  ppcrv  namfrel  democraci watch ph register 
593,presidenti candid leni robredo  daughter longer new neg attention how face hater
594,oversea filipino voter singapor
595,vinni marco share like son presidenti candid bongbong marco
596,get touch local comelec offic know import detail prior elect day 
597,get touch local comelec offic know import detail prior elect day 
598,lito atienza withdraw vice presidenti race    
599,watch  persuas polls  episod polit attiresfacebook 
600,here  vote senior citizen  pregnant  pwd    
601,doctor endors tandem     
602,who  endors who     
603,aika robredo share campaign house to hous mother  presidenti candid leni robredo 
604,matter nation interest  sen koko pimentel said     
605,aika  eldest leni robredo  three daughters  acknowledg fake news biggest hurdl convert voters     
606,icymi  tandem senat panfilo lacson vicent sotto iii drop endors sen juan miguel zubiri
607, he  great guy  great father  i v never seen hurt fly   vinni marco say father  presidenti candid bongbong marco    
608,comelec current author impos stiffer penalti non particip debates 
609,archives  there  vote buy money 
610,ex husband ana jalandoni  run vice mayor nueva ecija kit thompson  ex gf  comment actor  attitud
611,comelec current author impos stiffer penalti non particip debates 
612,vp leni robredo  refus exempt celebr couple  fast food restaur
613,archives  polit differ get way person relationships  okay  unfriend      
614,shift battleground down     
615,tandem senat panfilo lacson vicent sotto iii drop endors sen juan miguel zubiri    
616,lito atienza withdraw vice presidenti race    
617,icymi  presidenti candid bongbong marco skip second round    
618,presidenti candid ping lacson tip voter come may
619, the true vote unworthi win thiev right place office   presidenti candid ping lacson said     
620,elect day  make list candidates sav voter time design precinct 
621,elect day  make list candidates sav voter time design precinct 
622,vice presid leni robredo  here  filipino vote may filipino vote  family  like dad digong  mama leni read 
623,presidenti candid bongbong marco skip second round
624,ms  tweet 
625,here  ce drilon tweet     
626,shift battleground down 
627,upper half ninoy aquino  monument tarlac citi plazuela cover tent built presidenti candid bongbong marcos  campaign ralli city 
628, united  opposition just rais urine no sacrifice just let winner win way 
629,angel locsin visit marawi citi campaign leni robredo
630,way mini rally  aika robredo chanc upon group volunt walk along road give away fliers sh alight van thank take photo them 
631,aika robredo apolog pass parti house to hous campaign west fairview it  fifth stop day long campaign qc 
632,archives  there  vote buy money 
633,covid    viru surge  blame campaign     ralli     caucu     etc
634,look  aika robredo marjori barretto made round brgy vasra qc kick vp leni robredo grand house to hous campaign  via
635,look  aika robredo marjori barretto made round brgy vasra qc kick vp leni robredo grand house to hous campaign
636,ai ai dela ala declar support bongbong marcos sara dutert tandem
637,polit ralli influenc voters     
638,raffi tulfo plan leav youtub https    
639,toni gonzaga bongbong marcos angel locsin leni robredo can star power deliv vote
640,icymi  booster shot requir filipino cast vote    
641,catch second round presidenti debat april    
642,presid rodrigo dutert said  neutral  
643,presid rodrigo dutert said thursday support candid eye succeed him  note  neutral     
644, fight me  
645,senatori candid raffi tulfo said youtub channel would continu even    
646,presidenti candid manni pacquiao said marcos would becom  wealthiest famili world  rival bongbong marco win
647,presidenti candid manni pacquiao said marcos would becom  wealthiest famili world  rival bongbong marco win    
648,prefer choic candidates let us creat neg respect other  view opinions 
649,prefer choic candidates let us creat neg respect other  view opinions 
650,icymi  guin said  not wast anyone  time  fact check claim 
651,sandro marco run elect offic first time bid strengthen family  strangehold power iloco nort province 
652,booster shot requir filipino cast vote    
653,govern must collect may said retir suprem court senior associ justic antonio carpio  detail here 
654,presidenti candid ping lacson comment vice presidenti candid lito atienza  call give way pacquiao sotto tandem 
655,comelec implement new format second round presidenti debat april    
656, if biggest tax evad country  pay tax government  
657,sandro marco run elect offic first time bid strengthen family  strangehold power iloco nort province     
658,icymi  presidenti candid manni pacquiao said wednesday open form allianc senat presid vicent sotto iii 
659,marjori barretto tuesday went hous hous convinc filipino vote vice presid leni robredo    
660,guin said  not wast anyone  time  fact check claim     
661,senatori candid rodant marcoleta told voter campaign ralli shut abs cbn without fear  ad public good  story 
662,presidenti candid manni pacquiao said wednesday open form allianc senat presid vicent sotto iii run mate lito atienza quit vice presidenti race due leg problem     
663,polit ralli influenc voters 
664,gun ban june    
665,senatori candid raffi tulfo frontrunn pre elect surveys     
666, i close abs cbn senatori candid rodant marcoleta told voter campaign ralli shut abs cbn without fear  ad public good     
667,toni gonzaga bongbong marcos angel locsin leni robredo can star power deliv vote
668,polit ralli influenc voters     
669,protect peac keep open mind  may differ opinion that  a ok  let  keep elect free fair 
670,protect peac keep open mind w may differ opinion that  a ok  let  keep elect free fair 
671,pre verif votersin singaporelink 
672,watch fourth episod persuas poll titl  campaign rel texts  links facebook 
673,ralli virgins 
674,nacionalista parti endors candidacyi ferdinand  bongbong  marco jr and run mate davao citi mayor sara duterte carpio
675,here  tricia robredo  daughter vice presid leni robredo  say house to hous campaigning 
676,nacionalista parti endors presidenti candidaci ferdinand  bongbong  marco jr and run mate davao citi mayor sara duterte carpio    
677,senatori candid salvador panelo said would releas cover love song  hope finally  popular sharon cuneta rais awar children special needs     
678,senatori candid raffi tulfo said mani friend tell take chairmanship senat blue ribbon panel win
679,senatori candid raffi tulfo frontrunn pre elect surveys     
680,toni gonzaga bongbong marcos angel locsin leni robredo can star power deliv vote     
681, not everyon convert still approach greet  especi sinc stay area   tricia robredo said experi campaign house to house     
682,sen manni pacquiao back presidenti race     
683,sen manni pacquiao said monday would withdraw candidaci presid receiv sign god 
684,sen manni pacquiao back presidenti race     
685, polit endors tend reson voter low polit salience  voter polit engaged  celebr endors would practic effect votes   panao said 
686,toni gonzaga bongbong marcos angel locsin leni robredo can star power deliv vote
687,comelec monday warn candid local elect engag vote buy activities     
688,gray philippin dead campaign ar okay 
689,comelec said would hold  one on one  debat among candid    
690,elect call us make import choices get know candid thorough research make sure choos one worth vote for 
691,pol mdina jr 
692,sen panfilo lacson quot former british prime minist winston churchill     
693, do think machiavellian  presidenti candid bongbong marco ask smni presidenti interviews 
694,bitin alway    thank you i would like ask yet day hahahaha    
695,presidenti candid bongbong marco said victim  fake news 
696,first concoct rabid anti marco us academ name alfr mccoy     without  fact checking   mccoy believ factual a no no academics kessler  wrong information     
697,here  quick review presidenti stand reproduct rights  divorce  issu relev filipinas 
698,chosen candid think woman  right choose 
699,general  celebr endors play huge role elector campaign philippines  much candid would pay million sing song two sorties    
700,forget thi     p m tonight  life
701,nation elect candid seek support local politicians     
702,what  next sen p lacson  presidenti bid 
703,annoy realli  feel good   respect choice  person your choic affect whole country so vote wise di ba       if that  wisest could       argh na lang i want swear 
704,sen p lacson twitter thank support  continu hold line  quit chairman parti reform     
705,campaign period local elect starts     
706,icymi  former speaker pantaleon alvarez thursday apolog vice presid leni robredo endors candidaci president  story 
707,get touch local comelec offic know import detail prior elect day 
708,get touch local comelec offic know import detail prior elect day 
709, seriou alleg violat indiscret comelec provid stringent address commission   comelec said 
710,what  next sen p lacson  presidenti bid     
711,endors come up     
712,comelec said would come final verdict pend case presidenti candid bongbong marco end april    
713, that leader woman form hous speaker pantaleon alvarez endors presidenti candid leni robredo story 
714,former hous speaker pantaleon alvarez endors presidenti candid leni robredo    
715,archives  politician usual gravit presidenti candid highest chanc winning  swarm turncoat grow larger victor declared 
716, i continu fight sen p lacson run presid independ quit parti reform  story 
717,parti reform leader decid back one rivals  sen p lacson said 
718,breaking  presidenti candid ping lacson go independ resign chairman democrat reform party  follow
719,kri aquino  youngest sister late presid noynoy aquino  share endors presidenti candid leni robredo
720,way campaign rallies  surpris seriou quarantin protocol
721,icymi  davao citi mayor sara duterte carpio said would run vice presid ferdinand  bongbong  marco jr 
722,kri aquino take swipe ex fianc herbert bautista   it wise keep promises  
723,k k netizen fact check gov remulla crowd estim marcos dutert ralli cavit
724,here  remind dr tricia robredo
725,nation elect candid seek support local politicians 
726,davao citi mayor sara duterte carpio wednesday said would run vice presid ferdinand  bongbong  marco jr     
727,group formal start push robredo dutert tandem dub  rosa    
728,fast comelec proclaim winner
729,general  celebr endors play huge role elector campaign philippines  much candid would pay million sing song two sorties    
730,icymi  vice presidenti candid sara duterte carpio tell stori behind  uniteam burger     
731,here  remind dr tricia robredo
732,join us support him  sure faith public servic feel see 
733,dr tricia robredo appeal patienc convinc support rival bet turn pink    
734,nation elect candid seek support local politicians     
735,photos  thousand attend campaign ralli presidenti candid ferdinand  bongbong  marco jr in gener trias  cavit tuesday  march bbm facebook page  read 
736,elect day  make list candidates sav voter time design precinct 
737,pleas watch liv tonight pm  also  info thank you   polit education a guid discern
738,elect day  make list candidates sav voter time design precinct 
739,noybi rosa  unoffici tandem liken illicit affair accord polit analyst    
740,hallyu election k pop fandom channel skill campaign specif candid elections w look case k pop stan leni     
741,vice presidenti candid sara duterte carpio tell stori behind  uniteam burger 
742,save date pc webinar  april wednesday      nn via zoomyou vote  watch out  citizens  vote watchnat forum commun democracy  philippin elect register 
743,watch third episod persuas poll titl  campaign rel visual narratives  link 
744,general  celebr endors play huge role elector campaign philippines  much candid would pay million sing song two sorties    
745,fast comelec proclaim winner
746,robredo  marco support debat donni pangilinan vs sandro marco issu
747,vice presidenti candid sara duterte carpio tell stori behind  uniteam burger 
748,icymi  actor jake ejercito among ten thousand rally 
749,group formal start push robredo dutert tandem dub  rosa    
750,look  comelec offici observ cast vote use sampl ballot end to end demo diamond hotel manila tuesday  march  via news use  visit
751,pdp laban endors presidenti candid bongbong marcos     
752,presidenti candid bongbong marco advis public research studi father  late dictat ferdinand marco sr 
753,think leni robredo sara dutert tandem     
754,presidenti candid bongbong marco said victim  fake news 
755, for me  victim  fake news  lot tell  true   presidenti candid bongbong marco said     
756,icymi  here  presidenti candid think propos  day workweek     
757,senatori candid samira gutoc monday clarifi statement thank mocha uson campaign ralli cavite     
758,psa momshi melai  trend twitter host rally  read 
759,prefer choic candidates let us creat neg respect other  view opinions 
760,prefer choic candidates let us creat neg respect other  view opinions 
761,ariana grand bretman rock trend social media monday post massiv ralli vice presid leni robredo  deliv biggest crowd far    
762,icmy  angel locsin express support vice presid leni robredo  presidenti bid     
763,corrupt offici must jailed  presidenti candid bongbong marco said     
764, ma am leni  rock   actress angel locsin said placard support vice presid leni robredo 
765,icymi  presidenti candid ask think propos four day workweek 
766,motorists  take note 
767, true leader show man up  next may  best man job woman   vice presid leni robredo said 
768,march day away i hope filipino realiz  the best man  highest  job woman  
769,presidenti candid bongong marco describ corrupt  human condition  someth peculiar filipinos     
770,hallyu election k pop fandom channel skill campaign specif candid elections w look case k pop stan leni     
771,here  look vice presid leni robredo  public servic record  base offici data     
772,here need know senatori elect    
773,icymi  nope  parokya ni edgar join campaign ralli marcos sara dutert tandem zamboanga city     
774,mocha uson endors manila mayor isko moreno presid    
775,parokya ni edgar  zack tabudlo  blaster silonga call fake poster marcos dutert ralli
776,senatori candid luke spirit vow oppos presidenti candid bongbong marco win read 
777,nope  edgar  parish join campaign ralli marcos sara dutert tandem zamboanga city     
778,happen senatori candid luke spirit salvador panelo face off     
779,fair fight rob vote aid assist reach pasayeos if leader honest transparent  definit trust full 
780,convert hardcor polit supporter 
781,protect peac keep open mind w may differ opinion that  a ok  let  keep elect free fair 
782,protect peac keep open mind w may differ opinion that  a ok  let  keep elect free fair 
783,sick health   til elect part     
784,omg just like bbm 
785,icymi  presidenti candid bongbong marco wednesday said unboth presid rodrigo duterte  statement successor lawyer like himself     
786,sen ime marco thursday said  veri seriou breach  occur part smartmat could compromis oper count machin provider    
787,archives  there  vote buy money     
788,candid longer requir secur permit comelec hold ralli campaign activ area alert level    
789, mayordomagoso  hous talk famili dynamics     
790,icymi  persuas polls  episod polit campaign jingl songswatch herefacebook 
791, if peopl vote  deserv wherev are   presidenti candid bongbong marco said     
792,here  presidenti candid bongbong marco plan first day offic win
793,archives  public appreci elect survey results     
794,presidenti candid bongbong marco said unboth presid rodrigo duterte  statement successor lawyer like himself  story 
795,presidenti candid bongbong marco wednesday said unboth presid rodrigo duterte  statement successor lawyer like himself     
796,leni robredo top bloomberg  poll analyst investor said best presidenti candid lead economi pandem    
797,here  presidenti candid bongbong marco plan first day offic win    
798,elect call us make import choices get know candid thorough research make sure choos one worth vote for 
799,elect call us make import choices  get know candid thorough research make sure choos one worth vote for 
800,seriously  famili names  junior junorett bring table 
801,valentin rosal insist tumbler incid real address basher
802, pleas donny  hi uncle  sen kiko pangilinan  spoken     
803,senatori candid samira gutoc trend twitter tuesday express frustrat toward youth 
804,presidenti candid isko moreno  wife dyne domagoso share view husband  candidaci story 
805, mayordomagoso  hous talk famili dynamics     
806,jp dela serna  rommel galido call valentin rosal fabric stori clout   cheap mo girl     
807, i m lost principle   senatori candid samira gutoc said now vir clip     
808,clout chaser fak kapampink valentin rosales  fake stori time broken cal  cheap   famewhore  well fellow christin dacera respondents 
809,let  get know candid better sav date march     p m   
810,presidenti candid isko moreno  wife dyne domagoso share view husband  candidaci    
811,icymi  bongbong marco jr remain prefer presidenti candid among filipino voters  accord februari puls asia survey    
812,bongbong marcos  rival still fight chanc differ survey rate narrow five points  puls asia said tuesday    
813, i confirm non particip comelec sanct debat come saturday  march    said bongbong marcos  spokesperson vic rodriguez 
814,vice presidenti candid sara dutert said  sometim want man sometim want woman     
815,agree     
816,senatori candid risa hontivero luke spirit plan maintain heritag livelihood country  indigen peoples     
817,bongbong marco jr remain prefer presidenti candid among filipino voters  accord februari puls asia survey    
818,vice presid leni robredo  lesson learn silent  fake news      
819, mi brother cowardly sen ime marco advis brother  presidenti candid bongbong marco attend presidenti debates  story 
820,also find us hard rock cafe toni rome  roppongi tower record shibuya 
821,sen ime marco said brother  presidenti candid bongbong marco attend presidenti debat    
822,presid rodrigo dutert explain think qualiti successor  story 
823,who  attend comelec  vice presidenti debate     
824,get touch local comelec offic know import detail prior elect day 
825,shade accordingly     
826,senat lawmaking     
827,first round philippin debat happen month 
828,first election rel issu come today japan it  free  forget grab copy 
829,kind presid filipino vote  here  presid rodrigo dutert say 
830, the first find  receipt   vice presid leni robredo tell support echague  isabela 
831,rememb leni kiko mural echague  isabela paint uniform personnel allegedli violat oplan baklas vp robredo sen pangilinan went tonight complet rose mural  vp leni media bureau
832,invest forgotten even covid    and may say   deltacron     did ditch greek alphabet already 
833,key cross check estim ground satellit imageri math     
834,who  endors
835,salvador panelo  answer sharon cuneta  neg reaction sang  hope end 
836,sharon cuneta  sang salvador panelo  sing  hope there  end  campaign netizens  react
837,plan futur senat young generation     
838,priest becom vocal polit belief ahead    
839,gcash said would  tighten  user verif process help fight vote buy    
840,senatori aspir luke spirit favor decrimin abort
841,elect day  make list candidates sav voter time design precinct 
842,elect day  make list candidates sav voter time design precinct 
843,let  meet candid citi decid truli bring hope chang pasay 
844,sever store take principl  vote wallet  liter    
845,elect senator  lawyer luke spirit said would push decrimin abort give women choic decid bodi
846, oplan baklas  continu public spaces  comelec said    
847,who  endors     
848,certifi list oversea voter  clov  singapore     
849,offici ballot number    
850,oversea vote start april may    am  pm     
851,liza araneta marcos  wife presidenti candid bongbong marcos  refus think role would play becom first ladi    
852,here  guid vote senat    
853,main mendoza  boyfriend arjo atayd exclud campaign
854,    cup choos presidenti vote i chose undecided  choice i want lose friend chaaar hahaha
855,elect senator  luke spirit said would push give women choic decid bodi
856,elect senator  lawyer luke spirit said would push decrimin abort give women choic decid bodi    
857,presidenti candid panfilo lacson isko moreno confirm particip debat organ comelec     
858,senat ping lacson tito sotto paid courtesi call mayor vico sotto    
859,vice presid leni robredo said wednesday elect president  public afraid critic government 
860,viray  keep cautiou prudent inform consum disregard  mak better judgment inform receive   ends 
861,viray  cannot undermin power tech titan influenc decis vote elect well live lives 
862,viray  choic still ours w need critic consum platforms 
863,viray  readi regul social media platforms 
864,viray  need improv info ecosystem job academe  job whole society 
865,viray  speaker believ littl littl thing done tech giant address issu responsibility 
866,offici close event  immedi past presid pcs  ms kriztin viray 
867,tan  convers stop here w continu want engaged 
868,gaw  platform call logist power to abl organ thing see 
869,bunquin  realli mechan within platform shape decisions they definit shape understand kind inform reach us oth player strateg use platform 
870,question  platform affect vote 
871,bunquin  realli take certain effort academ also civil societi public term improv inform ecosystem realli platform play big role 
872,gaw  one thing need consid disinform ph fact state sponsored i m go sugarcoat anymore how make account e government 
873,gaw  address covid misinform easier scienc there 
874,question  hard lesson learn tri manag disinform cours pandemic 
875,senatori bet said receiv pledg support among support variou presidenti candid go viral roast harri roqu larri gadon smni debates     
876,bunquin  digit literaci play big role engag content see onlin even way manag social media accounts 
877,bunquin  technolog featur malleabl manipul individu malici desir influenc public opinion  that  realli biggest implic role big tech elections 
878,tan goe straight transpar advertising  that  reason continu allow polit ad platform transpar it   explains 
879,question  convers facebook govern relat keep integr elections 
880,tan cite multi facet approach upd polici especi public figur polit candidates  inform sexual orientation  child exploitation  proactiv monitoring  etc 
881,tan  we r doing  multi facet approach it  actual lot digit outreach engagement 
882,question  platforms  respons protect myself 
883,  if elect us  would expect watch us  make mistake  afraid critic us   presidenti candid leni robredo said    
884,gaw  issu platform becom big they r evad account already 
885,bunquin  academics  term   social technic actors   they r vessel inform also agenc capac filter information  includ fals inform well 
886,bunquin  sort respons end platform well 
887,tan  sometim black white think that  import kind understand 
888,tan  need balance it easi navigate ther lot blur line want narrow make clear 
889,tan  inconsist enforcement  right wrong it  simpl understand blur line blur line sometim go either way 
890,gaw explain  algorithm identity   th platform know lot us data point know construct metric matter them   says 
891,question  much platform actual know think 
892,bunquin  platform perspective  keep system running it keep peopl engaged but inform perspective  sort also homogen kind inform we r seeing 
893,tan  polici place ensur want see also within mean seeing it  ever changing  alway updated 
894,tan  control   manipulation  information  control strong word first all  goal newsfe show peopl thing care want see they r interest in 
895,gaw  still commer nature w think tension compani tri balanc balanc act  sacrif compromised 
896,tan  mean peopl critici larg corport like meta it keep us toe well it keep us want better need better 
897,question roy tan  feel peopl acknowledg power social media brings 
898,today  panel discussion  project co lead digit public puls fatima gaw jon benedik bunquin  polit amp govern outreach head asia pacif meta  roy tan 
899,  let  go person  let  hear all   interviewe ends 
900,social media  share access inform candidates  platform  done country  etcetera 
901,tvup  person street video  interviewe agre social media tech giant play import role come elections 
902,pc asks  power tech giant upcom election do think big tech influenc choic vote upcom election 
903,madrunio  alway best invest institut proactvi intervent abl keep pace advantag technolog changes 
904,madrunio  e vot could relev option mass gather discourag time pandemics 
905,madrunio  big enterpris lot fact check part respons society mor effort done 
906,madrunio  compani impact local nation elect philippin
907,madrunio  size reach  practic import aspect human life today associ compani  e g  facebook  whatsapp  etc  
908,offici open event  dr marilu m  madrunio  dean faculti art letter univers santo toma  ust  
909,happening  e left  tame tech titansthi eighth webinar nation forum commun democracy catch livestream here 
910,prefer choic candidates let us creat neg respect other  view opinions 
911,prefer choic candidates let us creat neg respect other  view opinions 
912,comelec act chairperson socorro int issu memorandum suspens  until issu settl and or decis court rendered 
913,commission client candid appoint today it imposs nonpartisan 
914,join us th webinar nation forum commun democracy  titl  e left  tame tech titans  moder robi alampay regist event via link 
915,controversi ph tycoon president  famili friend maneuv nation elect prompt us call data transpar establish credibl inform elect comelec f  logist deal      
916,suprem court tuesday order comelec suspend crackdown poster violat campaign rule    
917,see tomorrow th webinar nation forum commun democracy  titl  e left  tame tech titans  moder robi alampay regist event via link 
918,vice presid leni robredo ask proof attende cavit ralli paid call alleg rep boy remulla insult people     
919,presidenti candid bongbong marco earlier said would particip debat schedul permit it     
920,solicitor gener jose calida ask suprem court void agreement comelec rappler  maintain violat constitution     
921,presidenti candid bongbong marco could win vote provinc cavite  provinc repres boy remulla claim monday     
922,vote wise may    
923,comelec act chair soccoro intp encourag candid attend debates     
924, high stakes  event  say comelec     
925,sen panfilo lacson monday deni  red tagged  attende campaign ralli gener trias  cavite     
926,protect peac keep open mind w may differ opinion that  a ok  let  keep elect free fair 
927,protect peac keep open mind  may differ opinion that  a ok  let  keep elect free fair 
928,comelec partner vote philippines     
929,day th webinar nation forum commun democracy  titl  e left  tame tech titans  moder robi alampay regist event via link 
930, high stakes  event  say comelec 
931,see current system longer work beauti city  replac it 
932,day th webinar nation forum commun democracy  titl  e left  tame tech titans  moder robi alampay regist event via link 
933,here  look presidenti candid bongbong marco perform legisl    
934, i m malacaang  choos ilocano leader put there   presid rodrigo dutert said    
935,presidenti candid manni pacquiao said support  thieves  real stupid ones  
936, the worst country  vote thief   presidenti candid manni pacquiao said     
937, that  part oblig see lie  can t miss it  that  lie  that  realli go principle     
938,senatori candid luke spirit said allow disinform marco years     
939,elect call us make import choices get know candid thorough research make sure choos one worth vote for 
940,elect call us make import choices get know candid thorough research make sure choos one worth vote for 
941,icymi  netizen twitter prais senatori candid luke spirit  roasting  rival harri roqu larri gadon smni debat
942,here  look presidenti candid leni robredo  public servic record  base offici data     
943,here  look presidenti candid bongbong marco perform legisl    
944,netizen twitter prais senatori candid luke spirit  roasting  rival harri roqu larri gadon smni debat    
945,presidenti candid bongbong marco wednesday said would push reviv  bicol express  train rout    
946,hallyu election  k pop fan activ ever     
947,first time youth voters  here  guid make inform choic    
948,here  look presidenti candid leni robredo  public servic record  base offici data     
949,here  look presidenti candid bongbong marco perform legisl    
950,day th webinar nation forum commun democracy  titl  e left  tame tech titans  moder  regist event via link 
951,vice presid leni robredo  presidenti campaign receiv endors leader academe     
952,vote also family  friends  friends don t make money  vote accord conscience 
953,get touch local comelec offic know import detail prior elect day 
954,get touch local comelec offic know import detail prior elect day 
955,news anchor karmina constantino talk twitter tuesday interview presidenti candid jose montemayor    
956,comelec inform presidenti vice presidenti candid topic tackl debat month 
957,googl said work highlight  authoritative  inform platforms  particularli youtube  fight misinformation     
958,support vice presid leni robredo ask suprem court stop comelec appli guidelin post campaign materi privat individuals     
959,solicitor gener jose calida ask comelec drop partnership rappler voter engag fact check    
960,thank  histori show us anti marco opposit front possible in instance  ambiti tradit politician gave way clean  moral widow order challeng sultanist dictator it happen again 
961,note candid make debat sponsor comelec form part govern records     
962,season color promises 
963,strongmen seem strong but histori taught us often gener great anti bulli collabor projects wheth strongmen must met unifi principl stance avengers  assemble 
964,elect day  make list candidates sav voter time design precinct 
965,elect day  make list candidates sav voter time design precinct 
966,season color promises     
967,hallyu election  k pop fan activ ever     
968,hope tarp work good place and wast elections 
969,sober remind peer last night  professor stick facts  h t
970,vice presidenti candid go beyond spare tire elected 
971,hope awar decis reduc covid   restrict now  need consid there  surg near elect day  disadvantag candidates let  awar please 
972,thank upcom elections  know keep follow ig cal petty  want stick peopl    
973,part reduc you  endow intellect will  non  think human being pinoy moral  polit spiritu agenc choose pursu sake will proven wrong 
974,part follow certain without truth  seek intent lead  it good society 
975,tri limit speak engag alway accept invit student youth why becaus gen xer believ millenni amp gen z voter necessari critic mass all import
976, a long vote leni kiko  here   eli buendia  rework lyric  pare ko  campaign leni kiko tandem 
977, i see passion   presid dutert said     
978,pleas post comment anyth properli think done proper reading that could mean danger us don t arrogant  stupid  selfish 
979,jollibe may wear red  support candidate    
980,represent matters     
981, we make up  written history      
982,look  huge crowd present grand ralli vice presid leni robredo sen kiko pangilinan southwestern university  cebu citi thursday  feb      photos  jerom ascanomor stories 
983,messag candid debat weekend  patron voter patron one another 
984,prefer choic candidates let us creat neg respect other  view opinions 
985,prefer choic candidates let us creat neg respect other  view opinions 
986,polit color  red  pink  yellow unit divid
987,hallyu election k pop fandom channel skill campaign certain candid    
988,contrari announc comelec  presidenti candid bongbong marco yet confirm attend poll body  presidenti debate  spokesperson said     
989, no charutan manila mayor isko moreno said thursday would retir polit focu famili lose    
990,
991,nine framer constitut said endors candidaci leni robredo presid kiko pangilinan vice president     
992, whi not  willing  presidenti candid isko moreno said     
993,presidenti candid attend first round debat organ comelec march poll body  spokesperson jame jimenez said     
994,tiktok spl media interview suit narr manipul fraudulent i might compel fight troll tiktok account 
995,back still human right lawyer  vice presid leni robredo defend sumilao farmer member altern law group salahan     
996,first time youth voters  here  guid make inform choic    
997,look  presidenti candid isko moreno run mate willi ong campaign marikina city  feb     isko moreno domagoso 
998,total former govern offici sign declar support presidenti candid leni robredo     
999,tortur gang rap marcos  troop martial law s  etta rosal said fear histori repeat itself    
1000,protect peac keep open mind w may differ opinion that  a ok  let  keep elect free fair 
