,Unnamed: 0,Translated_Tweet,Positive,Negative,Neutral,Compound,Sentiment,Cleaned
3031,3031,"Please move the glasses @mannypacquiao

What learned in Bible Study.",0.204,0.0,0.796,0.3182,Positive,pleas move glass learn bibl study 
3032,3032,"Senator Manny Pacquiao started his campaign in his Bailiwick General Santos City.Since then, he campaigned in Luzon and Visayas.His runningmate, Rep.Lito Atienza, was not able to physically campaign due to knee surgery.https://t.co/jrMBetvzny",0.0,0.0,1.0,0.0,Neutral,senat manni pacquiao start campaign bailiwick gener santo city sinc then  campaign luzon visayas hi runningmate  rep lito atienza  abl physic campaign due knee surgery 
3033,3033,"@Mayweatherpromo Manny Pacquiao
AJ
Devin Haney
Joe Smith Jr
Lennox Lewis",0.0,0.0,1.0,0.0,Neutral,manni pacquiaoajdevin haneyjo smith jrlennox lewi
3034,3034,Please move the glasses @iampinglacson @iskomoreno @mannypacquiao,0.277,0.0,0.723,0.3182,Positive,pleas move glass
3035,3035,"The boxing hall of fame spring auction starts tomorrow!Among the 36 items is a March 2009 the ring magazine signed by 8-division world champion @mannypacquiao!Win a great souvenir and help the hall raise funds April 13-16.
DETAILS HERE: https://t.co/KRH8LPCCJ6 https://t.co/1FZZEZYQXB",0.294,0.0,0.706,0.9347,Positive,box hall fame spring auction start tomorrow among item march ring magazin sign  divis world champion  win great souvenir help hall rais fund april     detail here 
3036,3036,@Maserralves @paraquebailemir manny pacquiao con peluca,0.0,0.0,1.0,0.0,Neutral,manni pacquiao con peluca
3037,3037,@wulfznft @blooloops @uhoelzle @piaarcangel @mannypacquiao,0.0,0.0,1.0,0.0,Neutral,
3038,3038,@Zeaf0ur @Metakages @uhoelzle @piaarcangel @mannypacquiao,0.0,0.0,1.0,0.0,Neutral,
3039,3039,@wulfznft @blooloops @uhoelzle @piaarcangel @mannypacquiao,0.0,0.0,1.0,0.0,Neutral,
3040,3040,@Zeaf0ur @Metakages @uhoelzle @piaarcangel @mannypacquiao,0.0,0.0,1.0,0.0,Neutral,
3041,3041,@wulfznft @blooloops @uhoelzle @piaarcangel @mannypacquiao,0.0,0.0,1.0,0.0,Neutral,
3042,3042,"Question: Who is the real liar for you?

A. @iampinglacson, @iskomoreno & amp;@Manny Pacquiao

B. @lenirobredo

https://t.co/ndzhuy0jgo",0.0,0.18,0.82,-0.5106,Negative,question  real liar you a  amp  pacquiaob     
3043,3043,"In campaigning in Misamis Occidental, Sen promised.Manny Pacquiao said he would prioritize the poor when he won president.|Apr.12, 2022

Visit https://t.co/x90v3xrl3l for updates of #Election2022 today.https://t.co/jsfl4W7H9W",0.12,0.101,0.779,0.1531,Positive,campaign misami occidental  sen promised manni pacquiao said would priorit poor president  apr     visit updat today 
3044,3044,"@Mayweatherpromo favorite boxer of all time:
Manny Pacquiao 🇵🇭

Boxer that grew on you:
Andy Lee 🇮🇪

Most Overrated Boxer:
Anthony Joshua 🇬🇧

Most Underrated Boxer:
Chris Eubank 🇬🇧

The Goat 🐐:
Sugar Ray Robinson 🇺🇸",0.079,0.0,0.921,0.4588,Positive,favorit boxer time manni pacquiao boxer grew you andi lee overr boxer anthoni joshua underr boxer chri eubank goat ugar ray robinson
3045,3045,You just sleep in the mani hahahhahaha right!@Mannypacquiao https://t.co/l2xvu5AXQA,0.0,0.0,1.0,0.0,Neutral,sleep mani hahahhahaha right 
3046,3046,"'Watermelon' is fun!Celebrity and Pacquiao’s Rally Suffers Wardrobe Malfunction
https://t.co/ngnz2MW3pq
@Manny Pacquiao
#Rufamaequeinin
#WardRoMalFunction
#Election2022 https://t.co/ydasDnopne",0.0,0.184,0.816,-0.5255,Negative, watermelon  fun celebr pacquiao ralli suffer wardrob malfunct pacquiao
3047,3047,"When Mary-Kate Olsens childhood friend moves in with them, sight puts strain on their relationship, starring the talented Manny Pacquiao.(☆)",0.263,0.049,0.688,0.743,Positive,mary k olsen childhood friend move them  sight put strain relationship  star talent manni pacquiao   
3048,3048,"@Victorconte @monteroonboxing @boxingscene @mannypacquiao @keithfthurmanjr @vada_testing @pbcboxingchamp @tgbpromotions @errolspencejr @yordenisugas not the least bit acceptable.I'm doing what I can to get PBC to be transparent about this because I know what they've spent on testing for at least some of these fights.Won't play out on twitter 4 obvious reasons, but hoping success will become apparent soon enough.",0.143,0.025,0.832,0.8493,Positive,least bit acceptable i m get pbc transpar know they v spent test least fights won t play twitter obviou reasons  hope success becom appar soon enough 
3049,3049,"#Capizneedshelp

Capiz is experience the worst floods in recent history no thanks to #agatonph

For ground updates & amp;

@Lenirobredo @iskomoreno @mannypacquiao @iampinglacson @bongbongmarcos @leodymagawawa https://t.co/RTO3SPWB3r",0.093,0.202,0.705,-0.5267,Negative,experi worst flood recent histori thank ground updat amp 
3050,3050,"I bought the Leni Robredo 7 Eleven Cup.
Because I will rather choose Leni Robredo or Manny Pacquiao for President.I want my favorite candidate Manny Pacquiao or Leni Robredo to become the President.
#ManNypacquiaOfressident
#LenirObredofurPresident https://t.co/2408EKMVZO",0.122,0.0,0.878,0.5106,Positive,bought leni robredo eleven cup becaus rather choos leni robredo manni pacquiao president i want favorit candid manni pacquiao leni robredo becom president 
3051,3051,@Mindblowonnft @natashazeee @leeyeoleum1 @elonmusk @mannypacquiao @harvey93680680,0.0,0.0,1.0,0.0,Neutral,
3052,3052,@Mannypacquiao in Misamis Oriental Sortie https://t.co/B105Svtoxi,0.0,0.0,1.0,0.0,Neutral,misami orient sorti
3053,3053,@Josskej @MarCMSCS @mochisenseiii @EME_ZXC @james_1124 @moonboynft @wilbertowen22 @aneroverse @lejendaryg @adamnftt @a13x133 @degeenkai_ @smittyraffleman @aidengmi3776 72 @xlargeex @furkanpirbudak @trmcmasterrade @justintrudeau @drake @netflix_ca @cakebossbuddy @madelainepetsch@Mannypacquiao https://t.co/vu4958Cgyq,0.0,0.0,1.0,0.0,Neutral,
3054,3054,@MarCMSCS @tokibusa @mochisenseiii @EMBER_ZXC @james_1124 @moonboynft @wilbertowen22 @aneroverse @lejendaryg @adamnftt @a13x133 @degeenkai_ @smittyraffleman @aidengmi3776 @cryptoxplra 2 @xlargeex @furkanpirbudak @trmcmasterrade @justintrudeau @drake @netflix_ca @cakebossbuddy @madelainepetsch@Mannypacquiao @josskej you can't miss this man,0.049,0.0,0.951,0.1139,Positive,can t miss man
3055,3055,@shattergurl @mannypacquiao @bosscatrc congrats !!,0.499,0.0,0.501,0.6103,Positive,congrat   
3056,3056,@Tokibusa @MarCMSCS @josskej @mochisenseiii @EMEMKXC @james_1124 @moonboynft @wilbertowen22 @aneroverse @lejendaryg @adamnftt @a13x133 @degenkai_ @smittyraffleman vox272 @xlargeex @furkanpirbudak @trmcasterrade @justintrdeau @drake @netflix_ca @cakebossbuddy@madelainepetsch @mannypacquiao oh sheeeeeesh hahahahaha this is going good lol,0.164,0.0,0.836,0.6908,Positive,vox    oh sheeeeeesh hahahahaha go good lol
3057,3057,@lejendaryg @MarCMSCS @josskej @tokibusa @mochisenseiii @EMER_ZXC @james_1124 @moonboynft @wilbertowen22 @aneroverse @adamnftt @a13x133 @degenkai_ @smittyraffleman vox272 @xlargeex @furkanpirbudak @trmcasterrade @justintrdeau @drake @netflix_ca @cakebossbuddy@madelainepetsch @mannypacquiao https://t.co/1g2sx64DDT,0.0,0.0,1.0,0.0,Neutral,vox   
3058,3058,@MarCMSCS @josskej @tokibusa @mochisenseiii @EMER_ZXC @james_1124 @moonboynft @wilbertowen22 @aneroverse @adamnftt @a13x133 @degeenkai_ @smittyraffleman @Xlargeex @furkanpirbudak @ttrmcmasterrade @justintintrudeau @drake @netflix_ca @cakebossbuddy @madelainepetsch@Mannypacquiao https://t.co/s6uxjojsit,0.0,0.0,1.0,0.0,Neutral,
3059,3059,@Theamonique_ @bagbongMarcos @leodymangukawa @iampinglacson @iskomoreno @mannypacquiao @lenirobredo @r2krn_ph https://t.co/lvdo5zaqix,0.0,0.0,1.0,0.0,Neutral,
3060,3060,"@bagbongmarcos
@vicegandako
@Manny Pacquiao
@Iskomoreno
@JelaiAndres
@Zeinabharake11
@IVANAULTI
He doesn't know who I am in my mention .. they really need help huhu",0.124,0.0,0.876,0.4549,Positive,pacquiao know mention    realli need help huhu
3061,3061,"Only Ka @leodymmaging replied.The silence from @iampinglacson @iskomoreno and @mannypacquiao says a lot.This issue should have been beyond politics, but apparently for others, it's not.",0.0,0.0,1.0,0.0,Neutral,ka replied th silenc say lot thi issu beyond politics  appar others  not 
3062,3062,"This is an urgent appeal.

#CapizneedShelp #AgatonPH has brought the worst floods in the province's recent history.Barrios are isolated atm.Rescue teams find it difficult to reach them.

@lenirobredo @iskomoreno @mannypacquiao @iampinglacson @bongbongmarcos @leodymaging",0.073,0.224,0.704,-0.7906,Negative,urgent appeal  brought worst flood province  recent history barrio isol atm rescu team find difficult reach them 
3063,3063,"@jairojourno @iampinglacson @leodymangupering @iskomoreno @mannypacquiao of course, Ka @leodymawagawagawa.Hopefully there will be more.I really believe this issue is beyond politics.",0.0,0.0,1.0,0.0,Neutral,course  ka  hope more i realli believ issu beyond politics 
3064,3064,"@Mannypacquiao In his speech here, Pacquiao promised that he would fight corruption and develop the lives of the poor.

(Photo from Jamil Santos, GMA News Online)

Visit https://t.co/x90v3xjuht for other updates.",0.069,0.157,0.773,-0.4939,Negative,speech here  pacquiao promis would fight corrupt develop live poor  photo jamil santos  gma news online visit updates 
3065,3065,@LeodymAsporo @lukeespirituph @mannypacquiao @suzy899 @rikiflo @rowena_guanzon @jimandsaab @tonetjadaone @jphabac @colmenaresph,0.0,0.0,1.0,0.0,Neutral,
3066,3066,@cznixiii hi po sen.@Mannypacquiao pa try daw po si ate,0.0,0.474,0.526,-0.802,Negative,hi po sen  pa tri daw po si ate
3067,3067,@gmanews @mannypacquiao @iskomoreno Sen.Manny Pacquiao You have a golden heart and a true Patriot please do what's best for the country.Town first before self🇵🇭,0.329,0.0,0.671,0.8519,Positive,sen manni pacquiao golden heart true patriot pleas what  best country town first self
3068,3068,"Vid: https://t.co/nnx1s4LJRB (Errol Spence Jr. Day!) Spence get holiday in his name by Major Eric Johnson |Yordenis Ugas Loss Guaranteed!
@Errolspencejr
@tencecrawford
@Yordenisugas
@Manny Pacquiao
@Floydmayweather
@Shosports
@premieboxing
@Showtimeboxing https://t.co/hvf0qbxblp",0.098,0.068,0.834,0.2462,Positive,vid   errol spenc jr  day   spenc get holiday name major eric johnson  yordeni uga loss guaranteed  pacquiao
3069,3069,"manny pacquiao ure done
https://t.co/GAV5ytauo6",0.0,0.0,1.0,0.0,Neutral,manni pacquiao ure done
3070,3070,@Leodymaging @Aikarobredo Thank you Leody!Are you @mannypacquiao @iskomoreno @iampinglacson?,0.259,0.0,0.741,0.4199,Positive,thank leody ar
3071,3071,@Faitelson_espn sin ninguna doubt siempre le pusieron a los mejores simpre fueron peleas enorme y don nacho bueno de quién era pupilo el gallazo que le acabó la carrera a manny pacquiao ???,0.0,0.192,0.808,-0.7677,Negative,sin ninguna doubt siempr le pusieron lo mejor simpr fueron pelea enorm nacho bueno de quin era pupilo el gallazo que le acab la carrera manni pacquiao    
3072,3072,"#FrontlinePilipinas |Presidential candidate Sen also received an endorsement.Manny Pacquiao from several officials in Zamboanga
Del Norte.He also has a host of those who say he has a survey.#AsPilipino2022 |via @mongualvez https://t.co/ZcznyNenz0",0.0,0.0,1.0,0.0,Neutral, presidenti candid sen also receiv endorsement manni pacquiao sever offici zamboangadel norte h also host say survey   via
3073,3073,"Presidential aspirant Senator Manny Pacquiao believes that individuals who have withdrawn their support for his rival, Manila Mayor Francisco “Isko Moreno” Domagoso, will not automatically shift their backing to the two leading presidential bets.

Read: https://t.co/muxjud8Blj https://t.co/Y04NII72VH",0.098,0.0,0.902,0.4215,Positive,presidenti aspir senat manni pacquiao believ individu withdrawn support rival  manila mayor francisco isko moreno domagoso  automat shift back two lead presidenti bets read 
3074,3074,"@CryPtostache @bosscatrc no doubt.
Full metaverse with utility from every one of their series of projects.And with partners like @mannypacquiao and @barondavis you know it's going to get wild.https://t.co/phcf0oe5fn",0.075,0.142,0.783,-0.296,Negative,doubt ful metavers util everi one seri projects and partner like know go get wild 
3075,3075,"@Abscbnnews @gmanews @smninews @tv5manila

@lenirobredo @bongbongmarcos @iskomoreno @iampinglacson @mannypacquiao",0.0,0.0,1.0,0.0,Neutral,
3076,3076,@xcrypto87 @bosscatrc @mannypacquiao @tomcatbcrc @bluemagicbcrc wow,0.432,0.0,0.568,0.5859,Positive,wow
3077,3077,"Watch |Presidential candidate Manny Pacquiao ended the campaign sorties today by a prayer rally in the city of Ozamiz.

Pacquiao is with wife Jinkee and brother Isidra Pacquiao.|via hajji kaamiño https://t.co/lkjkctd6fi",0.0,0.0,1.0,0.0,Neutral,watch  presidenti candid manni pacquiao end campaign sorti today prayer ralli citi ozamiz pacquiao wife jinke brother isidra pacquiao  via hajji kaamio
3078,3078,"@gelpago @iampinglacson @leodymaging @iskomoreno @mannypacquiao here's Ka Leody's Response :)

https://t.co/se08whtwxx",0.231,0.0,0.769,0.4588,Positive,here  ka leody  respons
3079,3079,"Senator @mannypacquiao on Tuesday said he would ask to the Commission on elections to allow him to conduct relief efforts for the victims of tropical cyclone #agatonph Amid the campaign spending ban.

https://t.co/QE2PQK7AJF",0.125,0.148,0.727,-0.2263,Negative,senat tuesday said would ask commiss elect allow conduct relief effort victim tropic cyclon amid campaign spend ban 
3080,3080,@Cryptosushiii @progenesisnft @puregeneration @mannyvillar @mannypacquiao @bingotako,0.0,0.0,1.0,0.0,Neutral,
3081,3081,"On this day in Sports History April 12, Manny Pacquiao defeated Timothy Bradley by unanimous decision to become the new WBO welterweight champion in 2014.",0.13,0.103,0.767,0.2023,Positive,day sport histori april manni pacquiao defeat timothi bradley unanim decis becom new wbo welterweight champion
3082,3082,The Zamboanga del Norte and Misamis Occidental did not afford the weather and electricity when Sen visited them.Manny Pacquiao.https://t.co/YFDALAX3VO,0.0,0.0,1.0,0.0,Neutral,zamboanga del nort misami occident afford weather electr sen visit them manni pacquiao 
3083,3083,I didn't know seeing Ryan Bang and Manny Pacquiao with Yu Jae Seok and haha would make me this happy https://t.co/zxgkwcgkua,0.291,0.0,0.709,0.8113,Positive,know see ryan bang manni pacquiao yu jae seok haha would make happi
3084,3084,"The @bosscatrc community welcomes you @mannypacquiao w/ @tomcatbcrc saying - ayo!

This street art can be found in Angono, Rizal - the 'Art Capital of the Philippines' and also campaigning for inclusion in the UNESCO creative cities network.@Bluemagicbcrc #bossplanet2themoon https://t.co/qqaawr4xw6",0.141,0.0,0.859,0.7088,Positive,commun welcom w  say ayo thi street art found angono  rizal  art capit philippines  also campaign inclus unesco creativ citi network 
3085,3085,"@gmanews @mannypacquiao @iskomoreno @mannypacquiao you still can't get the sign to give up?We see so many signs we see, you are stupid because it's just good luck!",0.184,0.101,0.714,0.4199,Positive,still can t get sign give up w see mani sign see  stupid good luck 
3086,3086,"SALN is out!WALK THE TALK, @bagbongMarcos @iskomoreno @pinglacson
@mannypacquiao @leodymaglanto @lenirobredo

#Salnchallenge #TransParenanow",0.0,0.0,1.0,0.0,Neutral,saln out walk talk 
3087,3087,@gmanews @mannypacquiao https://t.co/EfcaLlvdr,0.0,0.0,1.0,0.0,Neutral,
3088,3088,Presidential candidate and senator @mannypacquiao said he was considering the possibility that some officials from the department of energy might have had something to do with a power outage that troubled one of his campaign sorties in Zamboanga del Norte.https://t.co/ad91NA4C5Q,0.05,0.071,0.879,-0.2263,Negative,presidenti candid senat said consid possibl offici depart energi might someth power outag troubl one campaign sorti zamboanga del norte 
3089,3089,"#thankyou
#Manny Pacquiao
#Philippines
#Nomore https://t.co/Fo7MLNRBCW",0.0,0.0,1.0,0.0,Neutral,pacquiao
3090,3090,"We call on the presidentiables to respond to the #salnchallenge and support the passage of the FOI law.If nothing is hidden, there is nothing to fear!

@bagbongmarcos @iskomoreno @pinglacson @mannypacquiao @leodymaging @lenirobredo

@R2krn_ph #Transparenanow",0.149,0.0,0.851,0.6828,Positive,call presidenti respond support passag foi law if noth hidden  noth fear 
3091,3091,"Dear Ma'am/Sirs, @lenirobredo @bongbongmarcos @iskomoreno @mannypacquiao @iampinglacson, please help the people in Cuartero, Capiz.",0.409,0.0,0.591,0.765,Positive,dear ma am sirs  pleas help peopl cuartero  capiz 
3092,3092,Presidential candidate Sen.Manny Pacquiao said the shift of the You Muna Pilipinas (Im Philippines) to im Leni in support of the camp of vice president Leni Robredo is an issue that can be only addressed by fellow candidate Manila Mayor Isko Domagoso and its leader Tim Orbos.https://t.co/T5TEVS3ZBI,0.055,0.0,0.945,0.4019,Positive,presidenti candid sen manni pacquiao said shift muna pilipina  im philippines  im leni support camp vice presid leni robredo issu address fellow candid manila mayor isko domagoso leader tim orbos 
3093,3093,Yordenis Ugas Countering [Southpaw] Manny Pacquiao Jab #Spenceugas https://t.co/1fu1mqnHqt,0.0,0.0,1.0,0.0,Neutral,yordeni uga counter  southpaw  manni pacquiao jab
3094,3094,"With experience in #boxing, you learn how to be a scientific #boxer and how to fight easy.- Manny Pacquiao",0.0,0.133,0.867,-0.3818,Negative,experi learn scientif fight easy   manni pacquiao
3095,3095,"Miguel Cotto
Canelo
Mike Tyson
Ike Quartey
Manny Pacquiao",0.0,0.0,1.0,0.0,Neutral,miguel cottocanelomik tysonik quarteymanni pacquiao
3096,3096,@gmanews @mannypacquiao @iskomoreno the boxer is really smart,0.3,0.0,0.7,0.4576,Positive,boxer realli smart
3097,3097,@gmanews @mannypacquiao @iskomoreno asa ka pa hahaha,0.375,0.0,0.625,0.5574,Positive,asa ka pa hahaha
3098,3098,"In Misamis Occidental, presidential candidate senator @mannypacquiao went today.He attended a campaign rally in Oroquieta City earlier.https://t.co/b1dizihvja",0.0,0.0,1.0,0.0,Neutral,misami occidental  presidenti candid senat went today h attend campaign ralli oroquieta citi earlier 
3099,3099,"guys .. stop n po pag engage in old tweets by belle pls ... !!!!bka mauncomfy siya, he can't tweet abt pacquiao kc no matter what happens im so proud of manny pacquiao */loser 🥺🥺🥺🥺🥺🥺",0.222,0.178,0.601,-0.3349,Negative,guy    stop n po pag engag old tweet bell pl         bka mauncomfi siya  can t tweet abt pacquiao kc matter happen im proud manni pacquiao   loser
3100,3100,Manny Pacquiao vs BBM .. One on one they daw 😂😂😂😂 https://t.co/phfvsyz21t via @facebookwatch,0.0,0.0,1.0,0.0,Neutral,manni pacquiao vs bbm    one one daw via
3101,3101,"@Mayweatherpromo Favourite: GGG
GREW ON ME: Tyson Fury
Overrated: Anthony Joshua
Underrated: Joe Calzaghe
Goat: Suger Ray Robinson/ Manny Pacquiao",0.0,0.163,0.837,-0.5719,Negative,favourite  ggggrew me  tyson furyoverrated  anthoni joshuaunderrated  joe calzaghegoat  suger ray robinson  manni pacquiao
3102,3102,Belleeeee hahahahahhaa it's okay did Kuya Manny Pacquiao vebs I asked yesterday,0.16,0.0,0.84,0.2263,Positive,belleeee hahahahahhaa okay kuya manni pacquiao veb ask yesterday
3103,3103,"@Mayweatherpromo Favorite Boxer of All Time: Manny Pacquiao/Marvin Hagler
Boxer that grew on you: Canelo/Bernard Hopkins
Most Overrated Boxer: Billy Joe Saunders
Most Underrated Boxer: Azumah Nelson/Wilfred Benitez/Terry Norris
The Goat 🐐: Sugar Ray Robinson",0.081,0.0,0.919,0.4588,Positive,favorit boxer time  manni pacquiao marvin haglerbox grew you  canelo bernard hopkinsmost overr boxer  billi joe saundersmost underr boxer  azumah nelson wilfr benitez terri norristh goat sugar ray robinson
3104,3104,"@Daznboxing triple G: Seven Nation Army by the White Stripes
Manny Pacquiao: Eye of the Tiger",0.0,0.0,1.0,0.0,Neutral,tripl g  seven nation armi white stripesmanni pacquiao  eye tiger
3105,3105,Sen.Manny Pacquiao stressed that the poll body should permit electoral candidates to send aid to disaster victims.https://t.co/x8hnuzn8rv,0.0,0.302,0.698,-0.7579,Negative,sen manni pacquiao stress poll bodi permit elector candid send aid disast victims 
3106,3106,@gmanews @mannypacquiao @iskomoreno https://t.co/zvff2AWM8B,0.0,0.0,1.0,0.0,Neutral,
3107,3107,"Sen.@Mannypacquiao: ""I'll also talk to my friends who can initiate them to help; that's what I'm going to do to help our fellow citizens suffer (because of the storm).""

@onenewsph @news5ph",0.218,0.09,0.692,0.6124,Positive,sen    i ll also talk friend initi help  that  i m go help fellow citizen suffer  becaus storm   
3108,3108,"NOTE: Presidential Candidate Sen.Manny Pacquiao, he was emotional as he confronted fellow Visayas in Oroquieta City, Misamis Occidental.

1/2 https://t.co/pyl2xmuvrk",0.075,0.084,0.841,-0.0516,Negative,note  presidenti candid sen manni pacquiao  emot confront fellow visaya oroquieta city  misami occidental    
3109,3109,"Sen.@Mannypacquiao appeals to Comelec to lift election ban rules for typhoon Agaton victims: ""If the Comelec allows us to help, we will help as long as there will be no conflict with our candidacy.""

@onenewsph @News5PH https://t.co/wtyvskqnya",0.115,0.222,0.662,-0.6124,Negative,sen  appeal comelec lift elect ban rule typhoon agaton victims   if comelec allow us help  help long conflict candidacy  
3110,3110,Diba 😭 Just because they're old enough and know many things don't mean they're always right!Even my dad his pres.is Manny Pacquiao and I try to convince him that he's only good in the boxing field not in politics but he's just so close minded to,0.082,0.0,0.918,0.4102,Positive,diba they r old enough know mani thing mean they r alway right even dad pres i manni pacquiao tri convinc he  good box field polit he  close mind
3111,3111,@gmanews @mannypacquiao @iskomoreno https://t.co/g0uysep95b,0.0,0.0,1.0,0.0,Neutral,
3112,3112,@gmanews @mannypacquiao @iskomoreno https://t.co/xjfwtc7vji,0.0,0.0,1.0,0.0,Neutral,
3113,3113,@gmanews @mannypacquiao @iskomoreno https://t.co/yqx1edbhyg,0.0,0.0,1.0,0.0,Neutral,
3114,3114,@gmanews @mannypacquiao @iskomoreno tomorrow he'll tell the church to defect him 😅,0.0,0.194,0.806,-0.34,Negative,tomorrow he ll tell church defect
3115,3115,"@gmanews @mannypacquiao @iskomoreno this is really true, it really is .... hopefully not home after the election.🤣🤣🤣",0.288,0.0,0.712,0.7233,Positive,realli true  realli      hope home election 
3116,3116,"Presidential candidate Senator Manny Pacquiao believes that some of the supporters of his opponent Manila City Mayor Isko Moreno will shift their support to him and not the candidacy of Vice President Leni Robredo.#VotePH

Read: https://t.co/0h38MD2UHG https://t.co/cw02Q6KKor",0.138,0.0,0.862,0.6808,Positive,presidenti candid senat manni pacquiao believ support oppon manila citi mayor isko moreno shift support candidaci vice presid leni robredo  
3117,3117,"@Mannypacquiao you are not right to be president kc you don't know, in foreign policy purely your answer.Your ambition is high and you haven't said anything.You are trying hard and the brain is very poor.",0.0,0.127,0.873,-0.5849,Negative,right presid kc know  foreign polici pure answer your ambit high said anything y tri hard brain poor 
3118,3118,@gmanews @mannypacquiao @iskomoreno wow ha🤣,0.487,0.0,0.513,0.5859,Positive,wow ha
3119,3119,"Up to 15k people attended Sen's People's Assembly.@Mannypacquiao in Oroquieta, Misamis Occidental.That's the number given by Team Pacquiao.Some, it was inevitable to be emotional when he saw Pacman.
#AsPilipino2022

📷Team Pacquiao
@onenewsph @News5PH https://t.co/cvxwu1bkoj",0.083,0.0,0.917,0.2263,Positive,k peopl attend sen  people  assembly  oroquieta  misami occidental that  number given team pacquiao some  inevit emot saw pacman  pacquiao
3120,3120,"I think the #Election2022, especially for the presidency will be a three-way fight or a six-way fight, not a two-way fight because other contenders like Mayor Isko Moreno, Senator Ping Lacson, Senator Manny Pacquiao andKa Leody de Guzman.Such two-fight which",0.059,0.184,0.757,-0.6486,Negative,think especi presid three way fight six way fight  two way fight contend like mayor isko moreno  senat ping lacson  senat manni pacquiao andka leodi de guzman such two fight
3121,3121,"@Mannypacquiao boss, you and most of us are idols.Hope you know that.God is pleased with your intention for the people, but
The weather response is different.Hopefully we will unite not for a
Candidates but for the Filipino people.🙏 I hope to meditate",0.132,0.0,0.868,0.7003,Positive,boss  us idols hop know that god pleas intent people  butth weather respons different hop unit acandid filipino people  hope medit
3122,3122,"WATCH: Presidential Bet Manny Pacquiao at Bayfront Arena in Oroquieta City, Misamis Occidental.#Phvote #wedecide |via @reyaika https://t.co/ppsbmp3vla",0.0,0.0,1.0,0.0,Neutral,watch  presidenti bet manni pacquiao bayfront arena oroquieta city  misami occidental   via
3123,3123,"LOOK: Presidential Bet Manny Pacquiao and Bayfront Arena in Oroquieta City, Misamis Occidental @rapplerdotcom https://t.co/9hothzqtg7",0.0,0.0,1.0,0.0,Neutral,look  presidenti bet manni pacquiao bayfront arena oroquieta city  misami occident
3124,3124,@gmanews @mannypacquiao @iskomoreno right… then switch all of you to vpl..nice plan manny!you’re my hero! ❤️,0.218,0.0,0.782,0.6351,Positive,right switch vpl  nice plan manny your hero 
3125,3125,"The Nation's Vote Rich Province Cebu endorsed #BBMSARA Tandem Lead by Governor Gwendolyn Fiel Garcia ... No more ... Pinis Na What
@Iskomoreno
@lenirobredo
@Mannypacquiao https://t.co/QGas46FYJT",0.182,0.071,0.747,0.5267,Positive,nation  vote rich provinc cebu endors tandem lead governor gwendolyn fiel garcia         pini na
3126,3126,"In my best Manny Pacquiao voice;

""Momma says stupid is as stupid does.""",0.2,0.324,0.476,-0.3818,Negative,best manni pacquiao voice  momma say stupid stupid does  
3127,3127,Presidential candidate and senator Manny Pacquiao vowed to fight corruption and improve the standard of living of the poorest of the poor as he was welcomed by thousands of Oroquieta City residents at the Bayfront Arena in Misamis Occidental.@gmanews https://t.co/yie3ry9Noz,0.107,0.186,0.707,-0.5994,Negative,presidenti candid senat manni pacquiao vow fight corrupt improv standard live poorest poor welcom thousand oroquieta citi resid bayfront arena misami occidental 
3128,3128,Watch |The Bayfront Arena is full of Oroquieta City for the People's Rally by Presidential Candidate Manny Pacquiao this afternoon.|via hajji kaamiño https://t.co/d9bzk1cs0u,0.0,0.0,1.0,0.0,Neutral,watch  the bayfront arena full oroquieta citi people  ralli presidenti candid manni pacquiao afternoon  via hajji kaamio
3129,3129,"Senator @mannypacquiao is hoping some members of You Muna Pilipinas, which have initially endorsed the presidential bid of Manila Mayor @iskomoreno, will defect to him.

https://t.co/klaojnnlgl",0.159,0.079,0.762,0.34,Positive,senat hope member muna pilipinas  initi endors presidenti bid manila mayor defect him 
3130,3130,Presidential candidate Senator Manny Pacquiao believes that some of the supporters of his opponent Manila City Mayor Isko Moreno will shift their support to him and not the candidacy of Vice President Leni Robredo.#VotePH |@Dygalvezinq https://t.co/arolzfgvy0,0.141,0.0,0.859,0.6808,Positive,presidenti candid senat manni pacquiao believ support oppon manila citi mayor isko moreno shift support candidaci vice presid leni robredo 
3131,3131,"Dear Mr.@Mannypacquiao, please #switchtoni.We all know that you are not a thief, with good intentions and purpose.But face it, you can't win it.You just divide the vote.Please convert your supporters.Please switch to Leni.

Please.",0.235,0.129,0.636,0.542,Positive,dear mr   pleas  we know thief  good intent purpose but face it  can t win it you divid vote pleas convert supporters pleas switch leni please 
3132,3132,Presidential candidate Senator Manny Pacquiao appealed to the Comelec to allow officials to aid victims of natural disasters in the country.#VotePH |@Dygalvezinq https://t.co/RCNTTWUWUW4Z,0.15,0.201,0.648,-0.3612,Negative,presidenti candid senat manni pacquiao appeal comelec allow offici aid victim natur disast country 
3133,3133,"The people filled the Calamba National Highway on Misamis Occidental when Sen was likely to pass or visit here.@Manny Pacquiao.Team Pacquiao did not plan to conduct a motorcade here, but they suddenly made it for people who were waiting.

📷Team Pacquiao
@onenewsph @News5PH https://t.co/9fvxaybgua",0.0,0.0,1.0,0.0,Neutral,peopl fill calamba nation highway misami occident sen like pass visit here  pacquiao team pacquiao plan conduct motorcad here  suddenli made peopl waiting team pacquiao
3134,3134,@gmanews @mannypacquiao for you the i2😁 campaign,0.0,0.0,1.0,0.0,Neutral,i  campaign
