,Unnamed: 0,Translated_Tweet,Positive,Negative,Neutral,Compound,Sentiment,Cleaned
2417,2417,@kristine_danica @lenirobredo god bless..very inspiring❤️,0.344,0.0,0.656,0.2732,Positive,god bless  veri inspir
2418,2418,@kristine_danica @lenirobredo salute you will work properly when you make money from the sweat from the sweat from the winning prayer.,0.145,0.0,0.855,0.5267,Positive,salut work properli make money sweat sweat win prayer 
2419,2419,@ang_makata_00 @shaida38968688 @charlienotputh1 @theadtan @lenirobredo @iskomoreno @iampinglacson if not true why isn't he denying?Is his statement just focusing on the campaign?Why doesn't he say that's not true?🙄 Hmmmm ..,0.0,0.093,0.907,-0.4352,Negative,true denying i statement focus campaign whi say that  true  hmmmm   
2420,2420,"@Yesyesyo13 @Maracepeda no amount of marketing efforts will make a product sell if consumers don't like d product.Case in point, Reno liver spread has no commercials nor endorsement, but people are looking for once they go to d grocery.BBM is synonymous to RLSPread.Do you get it,
@lenirobredo
 ?
#Kaylenalo",0.0,0.132,0.868,-0.5,Negative,amount market effort make product sell consum like product cas point  reno liver spread commerci endorsement  peopl look go grocery bbm synonym rlspread do get it 
2421,2421,"@itsmejosephryan @pinoyakoblog @lenirobredo @kikopangilinan that's true.Like Jover, Raissa, Ressa, Rowena, Juana Change.😂🤣",0.0,0.0,1.0,0.0,Neutral,that  true lik jover  raissa  ressa  rowena  juana change 
2422,2422,@Rockyma46760498 @lenirobredo why are you sorry!You are obviously obvious,0.0,0.0,1.0,0.0,Neutral,sorry y obvious obviou
2423,2423,@Akosijuanpaeng @THEADTAN @lenirobredo @iskomoreno @iampinglacson is your interest in your work.Now that the 3 people have spoken to your mom's anger!,0.12,0.16,0.72,-0.2481,Negative,interest work now peopl spoken mom  anger 
2424,2424,@Paps_caloy @lenirobredo palengkera c madam ..,0.0,0.0,1.0,0.0,Neutral,palengkera c madam   
2425,2425,"I am surrounded by Marcos apologists.They are frustrating to hear when they talk about politics.We need better leaders to lead the nation and I believe VP @lenirobredo can lead us a better future.
#Sefine Opening #10robredofurPRESIDENT #Along -LifeAllIsAll",0.143,0.071,0.786,0.4404,Positive,surround marco apologists they frustrat hear talk politics w need better leader lead nation believ vp lead us better future  open  lifeallisal
2426,2426,"Done casting our votes today at Dubai Philippine Consulate.
Free ride from our fellow Kapampink.
#Along -Life #Ipanlona10to #Lenikiko2022 @lenirobredo @kikopangilinan https://t.co/h5ofetu1fb",0.136,0.0,0.864,0.5106,Positive,done cast vote today dubai philippin consulate fre ride fellow kapampink   life
2427,2427,"@ryelkoojescon @acidicbase @lenirobredo who is VP Leni's organizers?If you can take Melai @prinsesachinita Papa Piolo else to Cebu.
Where are Coco and Vice?",0.0,0.0,1.0,0.0,Neutral,vp leni  organizers if take melai papa piolo els cebu wher coco vice 
2428,2428,@gabvalenciano @lenirobredo @kikopangilinan eh case talo!Talo!Talo!🤭😂😂😂😂,0.0,0.0,1.0,0.0,Neutral,eh case talo talo talo 
2429,2429,ushttps://t.co/ww0ngtlfrg,0.0,0.0,1.0,0.0,Neutral,us
2430,2430,"@Flashli08443635 @lenirobredo Si Melai, right?",0.0,0.0,1.0,0.0,Neutral,si melai  right 
2431,2431,@kikopangilinan @lenirobredo @sharon_cuneta12 see u po huhu,0.0,0.419,0.581,-0.5574,Negative,see u po huhu
2432,2432,"@Abscbnnews the idiot is still reversed .. its brain is shaking and it's been a long time.Stop c VP #LenirObredo because xa lng is the most important thing to sit on all of you .. back front, suction and double kara.",0.049,0.116,0.835,-0.4417,Negative,idiot still revers    brain shake long time stop c vp xa lng import thing sit    back front  suction doubl kara 
2433,2433,"A music video celebrating Vice President Leni Robredo and the hope she brings for the country and for the Filipino people have been launched by film workers, musicians and different volunteer groups supporting her presidential run

https://t.co/zpzyfoxqhj",0.256,0.0,0.744,0.875,Positive,music video celebr vice presid leni robredo hope bring countri filipino peopl launch film workers  musician differ volunt group support presidenti run
2434,2434,Feeling great to have visited the OVP before flying back abroad.Gob Bless VP Leni @Aikarobredo @lenirobredo https://t.co/SCUW8JFL7T,0.375,0.0,0.625,0.8126,Positive,feel great visit ovp fli back abroad gob bless vp leni
2435,2435,@acidicbase @lenirobredo who is your vote?,0.0,0.0,1.0,0.0,Neutral,vote 
2436,2436,@TS191975Sat Congrtas @lenirobredo 🤪🤭,0.0,0.0,1.0,0.0,Neutral,congrta
2437,2437,"https://t.co/8uzi7H2c1u

@LenirObredo #Babaeang PresidentaKo
#Lenikiko2022
#HindiPahuliangAngangThat https://t.co/ztdblxvgxa",0.0,0.0,1.0,0.0,Neutral,presidentako
2438,2438,@wicked_sick_12 @gmanews @lenirobredo @kikopangilinan @llanescajourno 😂😂😂 https://t.co/kb866lk4wg,0.0,0.0,1.0,0.0,Neutral,
2439,2439,@gabvalenciano @lenirobredo @kikopangilinan sana Baguio again to see you reform po @gabvalenciano ..and of course and tandem @lenikiko! 😊🥰,0.0,0.178,0.822,-0.5983,Negative,sana baguio see reform po   and cours tandem
2440,2440,@gmanews @pinoyakoblog @lenirobredo @kikopangilinan @llascajourno 65k daw yan hahahahhahahahah they cheated on their own jusko!,0.0,0.204,0.796,-0.5562,Negative,k daw yan hahahahhahahahah cheat jusko 
2441,2441,@Marlougting @gmanews @lenirobredo @kikopangilinan @llascajourno pay 😂😂😂 https://t.co/igavbgzifk,0.0,0.167,0.833,-0.1027,Negative,pay
2442,2442,"@_camilla24 @jpgrobredo @lenirobredo di nya ma deny kasi 3 yun eh!😂 So focus on his campaign!, 😂",0.0,0.176,0.824,-0.4559,Negative,di nya deni kasi yun eh  focu campaign  
2443,2443,"@jcpamalbayan @lenirobredo even though Leni didn't line up.When he was in Malacañang, Papa Pink was a few.😄",0.0,0.0,1.0,0.0,Neutral,even though leni line up when malacaang  papa pink few 
2444,2444,"@Paps_caloy @lenirobredo ew?
To the extent that it is a negative campaigning cling.ENDING SABLAY.",0.0,0.236,0.764,-0.5719,Negative,ew to extent neg campaign cling end sablay 
2445,2445,@__nisanjo hahaha!What would happen to this pos @tonigonline after the election and her idol @bagbongmarcos failed again for the 4th or 5th time going against the honorable @lenirobredo?,0.115,0.1,0.786,0.126,Positive,hahaha what would happen po elect idol fail th th time go honor
2446,2446,"#IYMI: In a statement, Doc Willie Ong said he disagrees with Manila Mayor Isko Moreno's call for Vice President Leni Robredo to step out of the race, as it is the right of anyone to run for any position he or she desires.#VotePH https://t.co/MFDIPAZBVW",0.0,0.052,0.948,-0.3182,Negative,statement  doc willi ong said disagre manila mayor isko moreno  call vice presid leni robredo step race  right anyon run posit desires 
2447,2447,@michellegeolle3 @kaye0909 @lenirobredo should take 2 ... those of you don't agree.Makes you fool! ... why not bbm!?!,0.17,0.0,0.83,0.5076,Positive,take     agree mak fool      bbm   
2448,2448,@Armonkburgers @gmanews @lenirobredo @kikopangilinan @Llanescajourno @iskomoreno so you have to admit that Bobong's camp survey is number 1 and isko fake number 3?😂 So is Leni really number 1 and Isko number 2?😂😂😂,0.208,0.087,0.705,-0.1179,Negative,admit bobong  camp survey number isko fake number leni realli number isko number
2449,2449,@Jervismanahan @lenirobredo @kikopangilinan @abscbnnews saw the video it was indeed organic the crowd was dismally disappointing.Not even half.,0.0,0.0,1.0,0.0,Neutral,saw video inde organ crowd dismal disappointing not even half 
2450,2450,Today's Declaration: Leni Robredo and Kiko Pangilinan will win the 2022 election.,0.257,0.0,0.743,0.5859,Positive,today  declaration  leni robredo kiko pangilinan win election 
2451,2451,"Yorme @iskomoreno's running mate Dr.@Docwillie
#RhBita #Decision2022

In choice, #SamasAstoPilipino",0.0,0.0,1.0,0.0,Neutral,yorm  s run mate dr  choice 
2452,2452,@lenirobredo 💖💖💖🌸🌸🌸🌸💚💚💚💚,0.0,0.0,1.0,0.0,Neutral,
2453,2453,What's in your bag?!By mama @lenirobredo #iPanlona10toparaalawahat #Lenikiko2022,0.0,0.0,1.0,0.0,Neutral,what  bag  bi mama
2454,2454,"@Webbuzzr even before the Dilawan, they've done it so I'm not surprised ... what a loser does just remember that May 9 is so near be vigilant ... no to Leni Robredo ... ✌️🏼👊🏻🇵🇭",0.052,0.201,0.747,-0.6774,Negative,even dilawan  they v done i m surpris     loser rememb may near vigil     leni robredo    
2455,2455,I think everytime Pres.@lenirobredo the soundbites will make commercial tagline of companies ads.💗💗💗 #BATANISPINK,0.0,0.0,1.0,0.0,Neutral,think everytim pres  soundbit make commerci taglin compani ads 
2456,2456,@wicked_sick_12 @gmanews @lenirobredo @kikopangilinan @llanescajourno thieves https://t.co/6xe9pketri,0.0,0.355,0.645,-0.5106,Negative,thiev
2457,2457,@Lenirobredo Global/China's Baby Bust https://t.co/BMEF7Yufst,0.0,0.0,1.0,0.0,Neutral,global china  babi bust
2458,2458,@gensan_luigi @lenirobredo Tama !!! 😁,0.0,0.0,1.0,0.0,Neutral,tama    
2459,2459,@Lenirobredo I am from Bataan and an overseas voter in Riyadh KSA.Done voting for you po VP Leni last Thursday I pray that when I get home you are the president of the Philippines🇵🇭🌷🌷🌷.GODBLESS YOU OUR PRESIDENT 🙏,0.061,0.095,0.844,-0.3182,Negative,bataan oversea voter riyadh ksa don vote po vp leni last thursday pray get home presid philippines godbless presid
2460,2460,@Kageyamatee @lenirobredo ayun na nga ses haha so pano,0.273,0.0,0.727,0.4588,Positive,ayun na nga se haha pano
2461,2461,@lenirobredo congrats po my president !!! ✌️❤️💚👊,0.264,0.348,0.388,-0.2677,Negative,congrat po presid    
2462,2462,@Arshiethromycin @lenirobredo 💗,0.0,0.0,1.0,0.0,Neutral,
2463,2463,"@Paps_caloy @lenirobredo @kikopangilinan @rowena_guanzon aguy aguy aguy !!
#Kaylenalo",0.0,0.0,1.0,0.0,Neutral,aguy aguy aguy   
2464,2464,@Paps_caloy @lenirobredo I didn't feel that way when the volcano broke out.,0.0,0.219,0.781,-0.4215,Negative,feel way volcano broke out 
2465,2465,@alic1alopez @paps_caloy @lenirobredo ayyy ... even if we were just a limit to the time of pandemia .. would you still say nothing?,0.0,0.0,1.0,0.0,Neutral,ayyy     even limit time pandemia    would still say nothing 
2466,2466,"@eyemkaring @mj__mondejar @lenirobredo @iskomoreno @smninews @dzar1026 have, fanatics 🤭",0.0,0.0,1.0,0.0,Neutral,have  fanat
2467,2467,@dumidyeypee @korekkajohn @lenirobredo thanks carla🙏love you stay happy stay safe💗🌷😘,0.452,0.0,0.548,0.765,Positive,thank carlalov stay happi stay safe
2468,2468,@Ennluna25 @lenirobredo powerful!🙌,0.0,0.0,1.0,0.0,Neutral,powerful 
2469,2469,@gabvalenciano @lenirobredo @kikopangilinan wow!That's because they don't have 🔥🔥🔥☄️☄️☄️,0.0,0.0,1.0,0.0,Neutral,wow that 
2470,2470,"@Medwintruefaith @lenirobredo god bless, sir meds had the whole true faith band! 🌸💗🍃",0.545,0.0,0.455,0.8687,Positive,god bless  sir med whole true faith band 
2471,2471,"The late DILG Secretary Jesse Robredo died because of a plane crash.What is there to find out?Did these people honestly think that VP @lenirobredo did not mourn the demise of her husband?As for the late President Cory Aquino, people read the archives.#Andsothere https://t.co/0qenvmf0sn",0.118,0.075,0.808,0.2714,Positive,late dilg secretari jess robredo die plane crash what find out did peopl honestli think vp mourn demis husband a late presid cori aquino  peopl read archives 
2472,2472,"""You can count on me with this fight.
Against for the faithful Government, all live. ""-Kim Chiu to VP Leni Robredo 🥺

Happy Birthday!🥳🎂🎉
I love you and I'm proud of you 203 billion.😘💗🌸
@prinsesachinita

#Kakampink
#LenikikoAllTheway https://t.co/NL7DZQK91p",0.294,0.062,0.643,0.9041,Positive, you count fight against faith government  live    kim chiu vp leni robredo happi birthday i love i m proud billion 
2473,2473,@leanjaime3 @gabvalenciano @brujadeldemonio @lenirobredo @kikopangilinan keep the beat!,0.0,0.0,1.0,0.0,Neutral,keep beat 
2474,2474,@lenirobredo i love you mama leni!💕💕💕 My vote is for you!#KamKampink https://t.co/jhvd7mf9MZ,0.324,0.0,0.676,0.6988,Positive,love mama leni  vote you 
2475,2475,"@gabvalenciano @brujadeldemonio @lenirobredo @kikopangilinan salute bro, you are not in the mockery, with God be with u always in this huge fight and your own fight",0.21,0.163,0.627,0.1248,Positive,salut bro  mockery  god u alway huge fight fight
2476,2476,@gabvalenciano @lenirobredo @kikopangilinan this lit.Different hype is the aware,0.0,0.0,1.0,0.0,Neutral,lit differ hype awar
2477,2477,@gabvalenciano @lenirobredo @kikopangilinan super galing 👏👏👏💕💕💪💪🙏🙏,0.438,0.0,0.562,0.5994,Positive,super gale
2478,2478,@yasheina please he needs to say an ordinary person we need on the stage of @lenirobredo,0.133,0.0,0.867,0.3182,Positive,pleas need say ordinari person need stage
2479,2479,"#Ikymi: Presidential candidate Norberto Gonzales apologized to Vice President Leni Robredo over the controversial Easter Sunday press conference, admitting he felt “uncomfortable” when Manila Mayor Isko Moreno called for her withdrawal from the race.https://t.co/00vczrgm4z",0.094,0.05,0.856,0.1531,Positive,presidenti candid norberto gonzal apolog vice presid leni robredo controversi easter sunday press conference  admit felt uncomfort manila mayor isko moreno call withdraw race 
2480,2480,@patatoski @michellegeolle3 @lenirobredo shade all of you to count the vote.Except for Lugaw,0.0,0.0,1.0,0.0,Neutral,shade count vote except lugaw
2481,2481,@dangravito_ @gabvalenciano @lenirobredo @kikopangilinan w/ mogi,0.0,0.0,1.0,0.0,Neutral,w  mogi
2482,2482,@gabvalenciano @lenirobredo @kikopangilinan The Pangilinan That I ADOOOOOORE.😍,0.0,0.0,1.0,0.0,Neutral,pangilinan adoooooore 
2483,2483,@lenirobredo I'm so happy about this!Proud Bataeno here in CA.Good luck po VP Leni and Sen Kiko.,0.313,0.14,0.546,0.6633,Positive,i m happi this proud bataeno ca good luck po vp leni sen kiko 
2484,2484,@Paps_caloy @lenirobredo so their mother can be defeated in that way of feennnks dba @frogmulat,0.0,0.181,0.819,-0.4767,Negative,mother defeat way feennnk dba
2485,2485,"@CelestineJinie @inquiredotnet @leodymangukawa @lenirobredo communication is hearing, or in this case reading, that which was not said.😇",0.0,0.0,1.0,0.0,Neutral,commun hearing  case reading  said 
2486,2486,"@CoolSensasn66 @CelestineJinie @inquirerdotnet @leodymagawagawa @lenirobredo communication is hearing, or in this case reading, that which was not said.😇",0.0,0.0,1.0,0.0,Neutral,commun hearing  case reading  said 
2487,2487,@Paps_caloy @lenirobredo haha you Leni seems to have never seen you peek,0.214,0.0,0.786,0.4588,Positive,haha leni seem never seen peek
2488,2488,@acidicbase @lenirobredo go.go.go.Cebuano 🙏💪🫰🌸,0.0,0.0,1.0,0.0,Neutral,go go go cebuano
2489,2489,@lenirobredo @143redangel @rowena_guanzon,0.0,0.0,1.0,0.0,Neutral,
2490,2490,@gabvalenciano @lenirobredo @kikopangilinan 👏🏻👏🏻👏🏻 https://t.co/FKNSCPI5RK,0.0,0.0,1.0,0.0,Neutral,
2491,2491,@Ronaldimperial4 @jennassi_ @gabvalenciano @lenirobredo @kikopangilinan @spvrkplug is the brain of his brain brod😂😂,0.0,0.0,1.0,0.0,Neutral,brain brain brod
2492,2492,"@gabvalenciano @lenirobredo @kikopangilinan Gab you are so energetic from the heart, every time you rock the rallies… goosebumps galore !!!
Gogogogo Leni-Kiko",0.18,0.0,0.82,0.6826,Positive,gab energet heart  everi time rock ralli goosebump galor    gogogogo leni kiko
2493,2493,@gabvalenciano @lenirobredo @kikopangilinan do we have to expect this Thursday sir?💖💖💖,0.0,0.0,1.0,0.0,Neutral,expect thursday sir 
2494,2494,@Denver2775 @smninews @kikopangilinan @lenirobredo https://t.co/videz2MQCB,0.0,0.0,1.0,0.0,Neutral,
2495,2495,"@jphlema @magnus14846718 @altabscbn @LenirObredo more than you are the word entitled Kapampwet ..Feeling you are the only person in the world & amp;Democracy only applies to you .. Speaking of visiting the account, are you decently decent .. do you love daks noh?galawan clean eh di wow",0.234,0.0,0.766,0.9153,Positive,word entitl kapampwet   feel person world ampemocraci appli    speak visit account  decent decent    love dak noh galawan clean eh di wow
2496,2496,"Hey @lenirobredo, your supporters toxic",0.42,0.0,0.58,0.4404,Positive,hey support toxic
2497,2497,@jphlema @magnus14846718 @altabscbn @lenirobredo who is the front runner noh?Will you float?Eh my underground transactions that his camp retreats with the other candidate .. Assumerang froglet that he will move the voters if he has backward other presidentiables .. Jusko po.You will raise your trust rating first negative🙊,0.072,0.0,0.928,0.5661,Positive,front runner noh wil float eh underground transact camp retreat candid    assumerang froglet move voter backward presidenti    jusko po you rais trust rate first neg
2498,2498,@Paps_caloy @lenirobredo @kikopangilinan @rowena_guanzon but he knows.✌️👊,0.0,0.0,1.0,0.0,Neutral,knows 
2499,2499,@gabvalenciano @lenirobredo @kikopangilinan very lovely,0.506,0.0,0.494,0.624,Positive,love
2500,2500,"This coming Saturday, as part of US wide campaign for Hope & amp;Democracy, and also to celebrate VP @lenirobredo 's birthday !!@_jvvillar @stevieangeles @tfcnewsnow @kapamilyatfc #calingakaylenikiko #calinasadal dark #kulayrosasangcalifornians #lenikikikoLheway",0.21,0.0,0.79,0.8011,Positive,come saturday  part us wide campaign hope ampemocracy  also celebr vp  s birthday    dark
2501,2501,@Marlougting @gmanews @lenirobredo @kikopangilinan @llascajourno Putang Mother Mo Rin!Kapal ka.,0.0,0.0,1.0,0.0,Neutral,putang mother mo rin kap ka 
2502,2502,@Mgagwapoforleni yung kilig ni madam @lenirobredo 😂🫰🏻,0.0,0.0,1.0,0.0,Neutral,yung kilig ni madam
2503,2503,@neilvivas_ @Aikarobredo @jpgrobredo @jillrobredo @LenirObredo @news5ph @onenewsph @rapplerdotcom @veafiles done,0.0,0.0,1.0,0.0,Neutral,done
2504,2504,"If you want a better future, a clean government please consider @lenirobredo 💟 #switchleni",0.568,0.0,0.432,0.802,Positive,want better future  clean govern pleas consid
2505,2505,@Arshiethromycin @lenirobredo @avevidbot please save,0.647,0.0,0.353,0.6705,Positive,pleas save
2506,2506,"#IYMI: Presidential candidate Senator Manny Pacquiao is rejecting the call for Vice President Leni Robredo to withdraw from the presidential race, his campaign manager said.https://t.co/GYG26SZQV9",0.0,0.111,0.889,-0.4588,Negative,presidenti candid senat manni pacquiao reject call vice presid leni robredo withdraw presidenti race  campaign manag said 
2507,2507,"VP Leni Robredo, did not survive Papa P's charm!
https://t.co/NUXJPZBV8V",0.249,0.0,0.751,0.4574,Positive,vp leni robredo  surviv papa p  charm 
2508,2508,@Zuriel0517 @lenirobredo https://t.co/msqglr88mx,0.0,0.0,1.0,0.0,Neutral,
2509,2509,VP @LenirObredo your cute giggle madam hahahhahaha maazar especially bhie @iskomoreno 😂🫣,0.367,0.0,0.633,0.7003,Positive,vp cute giggl madam hahahhahaha maazar especi bhie
2510,2510,@gabvalenciano @lenirobredo @kikopangilinan papi expect in pasay,0.0,0.0,1.0,0.0,Neutral,papi expect pasay
2511,2511,President Leni Robredo Cutie,0.455,0.0,0.545,0.3612,Positive,presid leni robredo cuti
2512,2512,Who are VP Leni Robredo's campaign financers now Nationa ... https://t.co/vtl4LJ8PII via @youtube,0.0,0.0,1.0,0.0,Neutral,vp leni robredo  campaign financ nationa     via
2513,2513,"@MatabangPogi4vr @isabelmerana @143redangel @lenirobredo 𝘽𝙖𝙠𝙖 𝙘𝙝𝙪𝙢𝙖𝙗𝙞𝙩 𝙠𝙖𝙮𝙤 𝙠𝙖𝙮 𝙨𝙖𝙫𝙞𝙩 𝙣𝙮𝙖𝙣 𝙣𝙮𝙖𝙣.
𝙐𝙣𝙞𝙩𝙝𝙞𝙚𝙫𝙚𝙨 𝙢𝙚𝙢𝙗𝙚𝙧 𝙮𝙪𝙣 🤔 🤔",0.0,0.0,1.0,0.0,Neutral,
2514,2514,@kristine_danica @lenirobredo oh my real life zero to Sherwin's hero!In a span of about a month you two are infront of sups and managers and actually inspiring them with your experience !!!More success to both of you !!!,0.19,0.0,0.81,0.8386,Positive,oh real life zero sherwin  hero in span month two infront sup manag actual inspir experi    more success    
2515,2515,@Paps_caloy @lenirobredo jusme,0.0,0.0,1.0,0.0,Neutral,jusm
2516,2516,"@Fedparopenfdi @LenirObredo and Batangera pa.

Satan is embarrassed by Kaplastican Mo @lenirobredo

Stop it.",0.0,0.281,0.719,-0.5719,Negative,batangera pa satan embarrass kaplastican mo it 
2517,2517,"@Kakai23438683 @kimindar do you remember this at all?
@lenirobredo
You have no integrity.
@lawyersforleni",0.155,0.131,0.714,0.1027,Positive,rememb all  integrity 
2518,2518,"Salute to all the young people who attended the People's Rally in Zambales, Olongapo and Bataan by the lone Leni Robredo.Yes, just one thing else says that the real Marcos is dead and Mr. is just a substitute.Frontrunner hahahah.Lt conspiracy theories 😂",0.0,0.209,0.791,-0.8689,Negative,salut young peopl attend people  ralli zambales  olongapo bataan lone leni robredo yes  one thing els say real marco dead mr  substitute frontrunn hahahah lt conspiraci theori
2519,2519,"Leni Robredo: No dishonesty and corruption involved?

IMAGE SOURCE: https://t.co/ms2DZSGDK4

https://t.co/FPTBMMTDPI https://t.co/SC17RDIRFM",0.0,0.167,0.833,-0.296,Negative,leni robredo  dishonesti corrupt involved imag source 
2520,2520,@tellemceejaye @lenirobredo 😂👆😂,0.0,0.0,1.0,0.0,Neutral,
2521,2521,@Paps_Caloy @untmftw0097 @lenirobredo @kikopangilinan @rowena_guanzon it just shows #kaylenitalo 😂,0.0,0.0,1.0,0.0,Neutral,show
2522,2522,@Paps_caloy @lenirobredo @kikopangilinan @rowena_guanzon awts naman!🤭,0.0,0.0,1.0,0.0,Neutral,awt naman 
2523,2523,"@LenirObredo #Sefine Opening
#Ipanlona10to
#Lenikiko2022
#Light in the dark",0.0,0.0,1.0,0.0,Neutral,open dark
2524,2524,@Ronaldimperial4 @jennassi_ @gabvalenciano @lenirobredo @kikopangilinan @spvrkplug 🤣😂🤣😂sira head yan brod.There is a good time when his mother's head is shaking.Enter that in mental dong.Pangilinan those who look like,0.178,0.0,0.822,0.6597,Positive,sira head yan brod ther good time mother  head shaking ent mental dong pangilinan look like
2525,2525,@Ennluna25 @lenirobredo galing nyo!,0.0,0.0,1.0,0.0,Neutral,gale nyo 
2526,2526,@ninnaming Miss Nina.Victim of misinformation is Kuya.If you have a chance to talk to him again.Take the #BakitSilleni Videos on Leni Robredo Official YouTube channel.Yan.Dun will see the testimonials and receipts of VP Leni's poor supporters.,0.117,0.167,0.716,-0.2732,Negative,miss nina victim misinform kuya if chanc talk again tak video leni robredo offici youtub channel yan dun see testimoni receipt vp leni  poor supporters 
2527,2527,@kristine_danica @lenirobredo ate really fun in this campaign.Everyone has the opportunity to speak.The stage is not limited to the rich and the educated.It's heartbreaking !!!,0.353,0.084,0.563,0.8603,Positive,ate realli fun campaign everyon opportun speak th stage limit rich educated it  heartbreak    
2528,2528,@Arshiethromycin @lenirobredo Why should you not vote @lenirobredo https://t.co/dq8wutr3g2,0.0,0.0,1.0,0.0,Neutral,vote
2529,2529,"I used to admire you @iskomoreno!

But, wow the audacity mayor @iskomoreno !!!
VP @lenirobredo is still bully!You stop the hashish!🤮

Since 2016 Center of Bullying and Insults VP!
But she go above and beyond!He doesn't miss the ones like you!",0.229,0.204,0.567,-0.4314,Negative,use admir  but  wow audac mayor    vp still bully y stop hashish sinc center bulli insult vp but go beyond h miss one like you 
2530,2530,"Relax… take a deep breath before speaking.Maybe what @lenirobredo wanted to say then was something else (maybe she needed to be president so badly), resulting in her fast heartbeat, nervousness, and discomfort while speaking.The pressure from her bosses was there!",0.0,0.172,0.828,-0.7574,Negative,relax take deep breath speaking mayb want say someth els  mayb need presid badly   result fast heartbeat  nervousness  discomfort speaking th pressur boss there 
2531,2531,19 days left 🙏😭 Lord give it to VP @lenirobredo 💗🌸,0.0,0.0,1.0,0.0,Neutral,day left lord give vp
2532,2532,@_katrinadomingo @abscbnnews @iskomoreno @lenirobredo Isko after volunteer group turn their back on him,0.0,0.0,1.0,0.0,Neutral,isko volunt group turn back
2533,2533,"Helloooo.Our people's rally and concerts later.The performers list is long.

Like and follow our Facebook page, San Migueleños for Leni Robredo, then share the live stream as well.SALAMAAAAT !!

#SanmigueNiyo
#Sanmiguelispink
#Taradinesamayumo https://t.co/wycinaviph",0.146,0.0,0.854,0.6467,Positive,helloooo our people  ralli concert later th perform list long lik follow facebook page  san migueleo leni robredo  share live stream well salamaaaat   
2534,2534,@raissawriter @lenirobredo clearly sabotaging the rally!,0.374,0.0,0.626,0.4574,Positive,clearli sabotag rally 
2535,2535,It's about time!Diba madumb?!@lenirobredo #kaylenitalo,0.0,0.0,1.0,0.0,Neutral,time diba madumb  
2536,2536,"#Ikymi: Manila Mayor Isko Moreno stood by his call for Vice President Leni Robredo to drop out of the presidential race, saying he didn't apologize for his honest opinion despite receiving brickbats.#VotePH https://t.co/OBSIBU1AYF",0.09,0.093,0.818,0.2273,Positive,manila mayor isko moreno stood call vice presid leni robredo drop presidenti race  say apolog honest opinion despit receiv brickbats 
2537,2537,@gabvalenciano @lenirobredo @kikopangilinan ang galing!😍👏🏻👏🏻👏🏻🫰🌸,0.0,0.0,1.0,0.0,Neutral,ang galing 
2538,2538,@LenirObredo needs more lubricant maybe slippery to win 😂 😂 😂 https://t.co/QIXUSDSG0B,0.322,0.0,0.678,0.5859,Positive,need lubric mayb slipperi win
2539,2539,@Arshiethromycin @theninaeline @lenirobredo omg arshieeeee 💪🏼🌷,0.0,0.0,1.0,0.0,Neutral,omg arshieeee
2540,2540,@gabvalenciano @lenirobredo @kikopangilinan hala ang fun,0.398,0.0,0.602,0.5106,Positive,hala ang fun
2541,2541,@jordsestrada @gerrycacanindin @lenirobredo hope your wish will come true!@lenirobredo 🙏,0.457,0.0,0.543,0.7088,Positive,hope wish come true 
2542,2542,"@gabvalenciano @lenirobredo @kikopangilinan that's the spirit.Just go go, Gab!We are here for you!❤❤❤",0.0,0.0,1.0,0.0,Neutral,that  spirit just go go  gab w you 
2543,2543,@dumidyeypee @beige5511 @LenirObredo really the beauty of the friends d bale may aiai delas alas and Andrew E. unithieves😉,0.296,0.086,0.618,0.7251,Positive,realli beauti friend bale may aiai dela ala andrew e  unithiev
2544,2544,"Wow !!Congrats po ma'am @lenirobredo
🎊😍🥳🎉💞💞

#LIFE LIFE #LIFE LIFE
#switchtoni
#kakampinkwednesday

🤣🤣🤣 https://t.co/YZZDN6BNCG",0.348,0.161,0.491,0.6351,Positive,wow   congrat po ma am life life
2545,2545,@lenirobredo,0.0,0.0,1.0,0.0,Neutral,
2546,2546,@gabvalenciano @lenirobredo @kikopangilinan leni kiko all the way💗🌸🌸,0.0,0.0,1.0,0.0,Neutral,leni kiko way
2547,2547,@gabvalenciano @lenirobredo @kikopangilinan the son of Mr.Pure energy is energizing the crowd!Thanks sir @gabvalenciano for the electrifying performance as always.#Ipanalona10to,0.231,0.0,0.769,0.6588,Positive,son mr pure energi energ crowd thank sir electrifi perform always 
2548,2548,@gabvalenciano @lenirobredo @kikopangilinan oh what are you now?😀,0.0,0.0,1.0,0.0,Neutral,oh now 
2549,2549,"@gabvalenciano @lenirobredo @kikopangilinan bongga to ... perfect!
Once more 🥰🥰🥰",0.307,0.0,0.693,0.6114,Positive,bongga     perfect onc
2550,2550,@padrinoph @mrfrankbarang 7th president is Monching Magsaysay.Leni Robredo is the 17th President to be.10 Dispensations Apart!Leni's number on ballot - 10.,0.077,0.0,0.923,0.1511,Positive,th presid monch magsaysay leni robredo th presid be    dispens apart leni  number ballot
2551,2551,@gabvalenciano @lenirobredo @kikopangilinan abnoy ampota,0.0,0.0,1.0,0.0,Neutral,abnoy ampota
2552,2552,"@Paps_caloy @lenirobredo @kikopangilinan @rowena_guanzon 😂😂😂
#LeniwDraw #Kaylenitalo #LenlenLoser",0.0,0.0,1.0,0.0,Neutral,
