,0
1808,ma am bring dick
1809,
1810,chant wait famili chant back leni robredo kiko pangilinan
1811,nine day elections candid vice presid leni robredo doubl time complet remain hour polls 
1812,hi madam leni i ask help son hospit bills w current admit cebu doctor hospital  due constant seizure we v hospit everi month sinc october 
1813,love thread  thank this 
1814,mayb gift vp soon presid leni robredo
1815,ma am help po
1816,da spend time leni robredo 
1817,pleas answer
1818,big reward everyon win sit madam win
1819,gab wedding  president  leni robredo  vice presid kiko pangilinan
1820, wash debate  confident i survey that  basis becaus person rally that  basis  that mayb elect fraud     probabl here 
1821,   regardless still chang fact leni  camp author person ask ping lacson withraw so what  point 
1822,hoy tabogo what fakenew talk about suprem court said tanga y alreadi receiv stupid world tanga your stupid fool really y fakenew more 
1823,say saying whoev love blame  still real thief 
1824,life
1825,ganda 
1826,vp  s hand soft
1827,mama leni iii notic poop   solid kapampink
1828,isko moreno corrupt politician leni robredo terrorist ally both cannot trusted 
1829,es sabad ra dryyou around long time
1830,tire fun feeling 
1831,see u po vp
1832,last weekend convinc grandmoth grandfath vote vp use last resort  self proclaim favorit grandchild   mom vote vp grandchildren ngyng pandem   
1833,thank stand up 
1834,former secretari presidenti candid norberto gonzal said vp leni robredo  challeng one one debat presidenti frontrunn bongbong marcos 
1835,next presid republ philippines   leni robredo    
1836,sad i feel you hop organ see error it sad support famou priority hop organ imit vp leni everyth important everyon value 
1837,lie think independent hahahaha
1838,prove good vp children        
1839,support sah stop parti bbm stop de parti nah jah jaar crisi de philippin stop vulkaan tayfoon de al elend philipin wil free dom philipin year vote lenni robredo     
1840,
1841,vp leni  hope pray victory i m small tiktok influenc po make song covers i hope sing rose one event case late god bless po vp
1842, that one   utal    the one   flown    madumb  often call leni robredo it come two word  madam   dumb  
1843,one onion join rally  nkka proud
1844,deserv ale cely 
1845,fun lt 
1846,beh outsid venu cavit grand ralli tomorrow bongga omg ta projector yet arena i m excit mom see u see tomorrow pass thesi defens amen
1847,truth h part convinc chang vote just laid jud syag platform base siila question
1848,may birth month i normal birthday wish  believ get thing done hard work but lord  allow import wish year  let leni robredo presid kiko pangilinan vice presid
1849,realli admir vice presid senat batanga ralli earlier  i v wit pure are  intent fight rights  well goal good govern we v wait mani years 
1850,batanga said   the wealth wealth just  thank batangueo stand up let  win leni robredo province 
1851,hope delici dish coupl everyday
1852,pag enval na lang
1853,know word  respect  partner leni robredo respect you well  well support endors vice ganda  maricel soriano      leni 
1854,
1855,one k batangueo barak support leni robredo
1856,shi sing ralli vp wear gown pink tomorrow
1857,dick gordon act like total dick work harder kapampinks go everi hous philippin shove mrs  mrs leni robredo voter  mind heart you it 
1858,extrem surreal feeling  can t explain i even realiz length way thank arrival  vp sen  tropang angat
1859,longer us met hahahaha
1860,yeah right bas records  yellow synonym     hahaha katur pa 
1861,peopl victim dengvaxia vp leni quiet i party thickness y still regret pao eh proud work one year  blame parti
1862,prefer one one debat vs air head would matchedevenli
1863,
1864,ye bayag si mrs  bayag bayag
1865,enlightened presid execut posit lacks a fact i heard mention time saying   it  decid long i m focus campaign  not  he listen make final decision 
1866, he seem okay   he qualifi candidates   life
1867,still can t believ vp  post brotheri m proud brother now  gave deliv lamp vp
1868,vp   when manila 
1869,peopl say  he ran marco run  true but run someth nobl me she  save countri rule anoth marcos  son full question integr credibility and salut that 
1870,ung
1871,settl i ll wear black outfit  pleas find meme
1872,thank po
1873,stand is  to   
1874,excus aquino becom president    years fvr  estrada  arroyo dutert others 
1875,tbh feet hurt point stand stand jumps  throat broken shout irritation al vp
1876,
1877,alway stand stand good right   day elect day  ipanalona  to     leni robredo presidentkiko pangilinan vice presidenttogeth stand pink open
1878,nice kaayo ba      lt 
1879,even name fellow aces but i m glad proud everyon one ace support vp leni on wave placard love ace cours vp leni 
1880,thank po first time make flower crochets 
1881,one vote batangueno lose presid vise mama leni win 
1882,pwe  know  boba 
1883,lucki differ circl friend na leni support insid outsid court friend support vp
1884,presid leni robredovic presid kiko pangilinan
1885,look like fake news     offici platform compil list vlog interviews y could held liabl post legal team
1886,whole thread powerful 
1887,finally i ad playlist 
1888,know mama  favorit  you r realli person person i believ st h h favorit child
1889,use think delay decid run assess strong opposit could battl administr similar candidate when bbm file candidacy  turn point sh realiz ping  isko manni shot bbm 
1890,hear  hear
1891,camp mrs  mrs leni robredo call poor  society  they realli look poor  poor  poor 
1892,proud you 
1893,leni robredo 
1894,
1895,show much b i c aleng    ouchhhh    
1896,experi mii peopl aliv mrs leni robredo came    done doc
1897,thank jc
1898,inch distanc would make look like real live one cut you veri good   
1899,let      watch video
1900,back grand ralli laguna came sharonian jusko fangirl real love mama shawi fight mama sen
1901,huy ano to ther opposit govern still vidclip  should 
1902,ayyyy sarreh
1903,earli morn crying  sing presid leni robredo  vice presid kiko pangilinan 
1904,goosebump go this  thank share coverag vp thread a lot peopl enlighten read this  dark
1905,
1906,head lenard increas chz hahahahuhu
1907,love leni  came home    
1908,oh look like fool wasan ex mayor quezon citi ask ping lacson withraw whi would leni apolog even author it fre googl te spread 
1909,
1910,many  mani thank vp visit town again batanga love much batangueo love much ala eh ay ay uwan naaa   someon won 
1911,anoth big boost presidenti campaign leni robredo  endors sure add million vote leni robredo
1912,kind graciosa realli ate vi 
1913,let  win  to madam
1914,batanga pink    legit chemic dark
1915,nakakaproud po kayo mam tin
1916,batanga
1917,mind empti butth presidentleni robredovic presidentkiko pangilinanlet  go
1918,realli fun attend especi vp came seriou support
1919,proud everi day proud high futur people  
1920,love youuu vp leni    
1921,need bbm elect lam people  capac bbm oh gosh challeng think blur speed campaign andth finish line near
1922,hawom oi  kala kala kalasu bugo   
1923,light dark
1924,word challeng loser
1925,youth vote leni kiko valenzuela dedicated ther distant villag narrow road for leni kiko so come on  join us friday  may gather valenzuela people  parkps  punta po kayo
1926,scene broke heart made cry poor elder grow old poor without see  light dark  
1927,plastic
1928,that  presid that  i m go vote kiko pangilinan number leni kiko
1929,sea pink welcom vice presid leni robredo batanga kapampink vow doubl vote gave vice presidenti race elections  story 
1930,es envi envyb b 
1931,huuuuuy sana    love vp leni     
1932,sea pink welcom vice presid leni robredo batanga kamampink vow doubl vote gave vice presidenti race elections  story 
1933,
1934,usyou full     stupid  brainwash 
1935,day  please  win
1936,chant ralli vp sen  insist convo today mom skinni eh    still first place  one cri tapoz time groanedth presid
1937,suppli face face idol member stupid troop idol leniowni yet    
1938,naman
1939,unfortunately  i m close mama  when approach sign leav
1940,differ po talaga  huhu  level napo talaga
1941,look  volunt support vp leni robredo sen kiko pangilinan  assist garbag clean people  ralli held bauan  batanga
1942,haha volum n nbudol ng beroocca
1943,ayyy  idol well presid
1944,brgy pariancillo villa  valenzuela cityal corner valenzuela take young valenzuelano  hope go event valenzuela people  park friday 
1945,th birthday today wish th presid philippin ma am open
1946,understand poit  realli hard defend know truth th truth oneno amount histor revision ever demimish truth nev unithiev
1947,also dasmaria cavit way later  w love u madam vp leni
1948,too  mayb acct block 
1949,sorry i m realli naffangirl th beauti vp      ok back read tweet 
1950,jacq 
1951,arian leni kiko   the posit mv remind leni robredo  switch vp public servant friend motherw need strong  brave  smart woman like lead philippin alongsid kiko pangilinan let leni lead
1952,lf learn success bayan    let  win vp ampen
1953,hope also cavit
1954,leni robredo vice presid kiko pangilinan w idea want debat stupid bbmsara bastat tayoy sa bad bbmsara    wahahaha
1955,kulelat naman naman naman na boss 
1956,
1957,congratul maam new miss univers    lurv answer poo
1958, i challeng mrs  leni robredo     for one  thank use honorific second     fix grammar first challeng someon use pure english 
1959,buy leni robredo speak cup     want drink cucumb lemonad two sour guy kept chant bbm are eleven diba whi need chant do think guy want respect then attack
1960,grabe mini ralli ah congrats 
1961,grabe th pangilinan fill stage 
1962,correction  challeng mrs leni robredo     
1963,even show survey madam vp  i m ask anoth comeback real like    
1964,suddenli remembered  ma may   week nalang  lord win   madam sen  pleas feel sorri philippines 
1965,may na      day nalang    i m super excit vote win vp sen    
1966,yup nun first ralli late mani peopl case un candid like decoration i agre articl great endorse  case candid limit time unfortun mam
1967,issandymark vid they cook shabu individu banana tsubanana na 
1968,congrat po
1969,two good heart presid vice presid deserv greater blessings 
1970,final   got chanc see all  first family  fave   we love    
1971,vp win ha
1972,vp made sure event highlight  tanglaw sa nuvali  sumilao farmer walk km bukidnon manila atti leni robredo amp atti kaka bag ao lawyer fight recoup ancestr lands  won saludo 
1973,guy vp real personthi witness 
1974,lie   when get bauan  look
1975,mani time u alway say vice presid kiko pangilinan presid leni robredo  and know context yet coz wasnt open social much
1976,icymi  drone shot grand people  ralli vp leni robredo sen kiko pangilinan bauan  batanga attend support    vp leni media bureau
1977,thank much    
1978,lot hero heroin campaign sherwin alway one memorable thank continu struggl open
1979,hear vp talk commun taysan gave goosebumps i    i know realli went commun help 
1980,imagin singingi woman got power  s avanc meet realli mamsh 
1981,chua  year color red written record     happi talk  the  inspirationtruly  vp leni robredo inspir lt 
1982,presid leni robredomi vice presid kiko pangilinan
1983,accid mister given opportun get vpleni cavite lord plan thank live 
1984,i ll activ pageant year  let  win presid
1985,sunbaenim  came home don t realli allow momshi
1986,pray presid leni robredo  victory 
1987,anoth matter becam one mani sin marco jr famili filipinosit  okay steal else wag ka mngdamay   make cult don t ruin whole countri
1988,
1989,awwwww well said vp
1990,leni massin faith government  seek futur life that  leni robredo team tri do so    
1991,wow  read everyth till last thread thank jc a must read w got know futur presid even this 
1992,ma am parti obar name shouting fabi love you 
1993,sent artwork doc tricia last march i print frame pass stage batanga rally i hope reach
1994,see dad  family  famili diri would abl help support  leni robredo       hoy    bitter bitter 
1995,hello  vp whatev happen win lose  still love   
1996,goosebump wave lss president leni robredo vic president kiko pangilinan 
1997,saw vp earlier nasugbu cri talk nice sincer look happy sorry  transfer mom crush hahaha
1998,angri bbm want notic debat use 
1999,almost elect day mi vote goe toleni robredo sara dutert
2000,thank
2001,awesome 
2002,cute
2003,thank po
2004,day already  contempl post  s moral incorruptible somewher along type fingers  abl push blue it feel right  know moral corrupt but conscious and enough 
2005,right destroy  how  s ruin said bbm one spread son  sex video true what  that you bless right destroy iphoon   
2006,hope
2007,tacusfilip fool themthey inherit liar hahah
2008,fli voter  fli crowd member what that ad crowd estimate hahaha desperate 
2009,thank
2010,nice
2011,
2012,super nice 
2013,spreading tox
2014,super nice thank join chad dad elmer 
2015,pleas help us retweet see request davao de oro 
2016,palabamang pa it done someth wrong 
2017, the presid leni robredo  gab  vice presid kiko pangilinan  bataan i spotify can loop hahaha
2018,organ manila rally did know stage caus traffic build area it look like can t handl undecid that 
2019,fool strategi back fire did viviem  give bonu fall shame  star majority 
2020,congrat mrs robredo
2021,bbm compet mrs   lawyer robredo it like lawyer lol see father  sin child  fault suffer if kill child jailed  still lawyer
2022,ang fun    let  win this 
2023,
2024,can t wait leni kiko batanga
2025,great crowd
2026,lawyer  educator  human right advoc liar  priest  bishop liar  economist  lawyer  vp liar  decent  educated  rich liarsi good you guys you liars 
2027,main event macapag blvd simultan ralli walk white plains  makati  la pia go macapag blvd 
2028,super niceaaa     thank much work  inspir
2029,changed that pre event macapag ave continues grand bday ralli vp leni 
2030,good morn pomakalo po solid leni po kmi
2031,
2032,unit leni via join forc good belov filipino leadership presid leni robredo vp kiko pangilinan gob tapt  angat buhay laht new beg bus  emp  edu  helth care  hous n end corrupt
2033,final watch interview vp leni tonight pm
2034,papa p vp leni  ralli
2035,ma am vp leni  thank take stand us th fight hard dirty y could v return home amp b famili term vp  chose fight us ampur country y alreadi sacrif lot  remain strong 
2036,ye fight day left make day 
2037,say wrong run bbm  benefici filipinos thi war red yellow  pink  reason ph progressing let  go backwards 
2038,hello chang
2039,
2040,oh old man  would eat saying  but much  old man without rememb     eye still close     still dog you th habit close consum land slowly 
2041,wow ang ganda 
2042,thank much
2043,realistic  unlik other can t accept truth 
2044,ewwwwww
2045,even though mayb anyon his her right mind declar publicli    witnesses  face himself cred witnesses 
2046,good leadership eh weak decis making  foreign polici knows that  dangerous if lanf give prresid prresid eh not  case   it depend country 
2047,poet kristine i touch wrote 
2048,si bbmtae brain cocain haha let  go hand haha yuck
2049,vp  and next  na  president   nagfangirl papa p papa p   littl thing  papa p   heart emoji  i jealou vp 
2050,trust an honor leni robredo different 
2051,superv what wonder    
2052,waaaaahhhhhh final endors vp leni robredo mi day beauti
2053,let  win election 
2054,long live kind may god good good vp leni  desir good peopl c vp leni toward develop bnsa naten prra futur childrenfrom dark
2055,leni
2056,vp relate 
2057,
2058,wow 
2059,thank much kuya sherwin hug tightly 
2060,ang ganda     
2061,even without local officialsthey want support win longer  t vote thiev town box   
2062,expect 
2063,thank lods ruin godbless live philippin
2064,let  miss opportun govern honest philippines vot leni robredo president lord  you 
2065,super power mural message 
2066,beautiful 
2067,true uniti uniti people filipino fellow filipinos  leni robredo one vote election 
2068,pocket event ang white plains th morn event ayala triangle grand rally  venu never changed se macapag ave in afternoon rd 
2069,correct oop
2070,mana ke porch want obey oi build island build flag color pink  c yxpkrwho
2071,k na yan  
2072,
2073,nice 
2074,mom would run tear jeep i v experienc horror lately even though look kuya  video  still fun  peopl longer afraid bullied 
2075,peopl shadow
2076,power
2077,heat pm man stood expos heater it hot energi night real want give bataeos 
2078,he  talk right
2079,
2080,add vote
2081,differ still happen camp  why inconsist are  need elabor
2082,nice awesome pawira uy
2083,heart sank sinc vote election  turn erat sinc dad vp  just weeks let  win this 
2084,work art when saw chad mural tear kept fall
2085,edit kay lenlen realli need
2086,saturday  hahaha excit na akooooo
2087,    
2088,keep gab god bless more thank much
2089,need lgu endors peopl behind
2090,dream get inc sympathy that  mess l l
2091,support donbel endgam natotink  
2092,live 
2093,happi bati 
2094,this 
2095,presidenti candid senat panfilo ping lacson tuesday doubl manila mayor isko moreno  call vice presid leni robredo withdraw race 
2096,gogogo gab ur good pg envi pikit lenikiko way
2097,thank you 
2098,despit left wing  manila mayor francisco isko moreno domagoso said would apolog vice presid leni robredo word press confer easter sunday    
2099,presidenti candid sen clarified p lacson run mate senat pres tito sotto said support call take vice pres leni robredo presidenti race    
2100,good morn po
2101,grabe good lov combin colors 
2102,sever pre ral event morn grand ralli still macapagal 
2103,ang ganda ni ms kristin thank much bet stand up god bless po
2104,leni robredo  true identity i honest credible 
2105,tri hard     hahahahhaha
2106,mess lot kano 
2107,candid genuin concern nurses  welfare  salary lik teacher law enforc exist 
2108,fire 
2109,thank you 
2110,far know  morn earli afternoon activ white plains  makati  la pina etc road lead macapag afternoon even
2111,fun amptay safe  meds 
2112,smartmag win there i still militari rule president us opportun quickli destroy cpp npa ndf militari rule 
2113,bataan alive 
2114,rememb leody y good person principl love  support vp
2115,big projects project uplift big  done philippin huge effect economy just like distribut energi resourc need extens grids  easier distant area disast resili
2116,sooo inspir untir work share story it  nice hear journey bbm vp leni 
2117,blind admin  bbm presendtentiablr know dutert hold chicken     dirti tactics  obviou opposition hahhaha
2118,feel comfort see tweet hitting  insulting  make fun polit oppon base physic appearance hopefully  keep issues accord vp radic love 
2119,vp vote  hope vote doc too lols hi doc  realli
2120,store busi owner near world trade center whrein ralli vp leni robredo held blame condemn wick dutert government  execut unnecessari civil work area 
2121,wow  differ tin kuya sherwin     bless sayu madam vp leni  fight  i m cri journey kudo power    
2122,leni take huge lead bas googl trend artifici intellig dataleni robredo dramat increas bongbong marco dramat decrease 
2123,love    
2124,worth hours for presid leni vice kiko sacrific time i receipt 
2125,gale mo gab   
2126,dear ma am  don t use gender card mahal thos said  women can t lead 
2127,kim chiu  natouch cri birthday messag vp  chika completelywatch here 
2128,vp mural nice vp leni seni sure love well 
2129,kim chiu  natouch cri birthday messag vp  chika completelywatch here 
2130,astig
2131,lugaw knarin 
2132,
2133,easter egg hunt last sunday  april turn show three male presidenti candid gang leni robredo woman presidenti race but  leni afraid male chauvinists 
2134,ang gale mu talaga  like father  like son veri energetic godbless po
2135,said fill drive    hour pick mail drop embassi washington dc i came show voted i lectur everytim talk phone candid think worth voting they sen vote
2136,omg whi sit poor your behavior bad you realli inherit mrs robredo destruct opponent  last messag children to pretend kind lol realli effect
2137,you 
2138,ang ganda  thank you 
2139,bataan withdraw   deposit lang ng deposit       
2140,bataan pink amp wil never be 
2141,feel great know follow soc media view yours i alway watch ur vlog bcoz informative godbless po  stay safe alway
2142,back alreadi
2143,them couples 
2144,nice
2145,n t
2146,go go go lang i catch up twitter co miss day  good cause mi friend husband got ballot mail can t attend it  leav along vacat made deal talk phone 
2147,ang gab  awesome thos idiot know talent see it i m sure can t danc like him 
2148,hacienda luisita long time  yellow person think heaven go ground head mixes  sit demons stop around leni
2149,it  gab you inherit campaign b blessed 
2150,best reallyvp leni  g d bless p and take care alway health     
2151,tell win broken  one humbl dutert arrog without date erect
2152,can t buy energy speak which  cusi 
2153,artist make salut you  awesom
2154,well  dpwh  obstacl cours alreadi taken way april venu macapagal it may thought prevent us going but like president  leni robredo  known alway find way and  importantly  show up 
2155,like discuss crazy bloomberg sourc  oxford univers say marco complet degree  lie  what  bloomberg also yellow stupid y like there  fake news  there 
2156,face face ralli connect other    
2157,that  real farmer one pay you  known liar pay people  show peopl question farmer make sure aquino return aquino firstland farmer
2158,nice
2159,arshi
2160,
2161,follower  u say  ka relevant  ali   
2162,ang ganda  love   
2163,happi birthday
2164,much paid twitter ther go  sens discussion  i m go crazi you gav enough incom already 
2165,si leni sorri knila team spend withdraw withdraw
2166,thank you 
2167,rememb po
2168,wow that moment open lot door maam salut hard work dedic    
2169,aeta central luzon rais hand vice presid leni robredo sen kiko pangilinan full endors respect bid country  top two posts   pdi
2170,live life portraits 
2171,
2172, you lose sight believ in  lose sight goal  drown voices  bigger battl fight    vp sticker avail onlin orders dm inquire 
2173,question is  mani follow first hahaha 
2174,nice i m sure vp leni like it 
2175,call politics  time lose sometim win sometim day dream job 
2176,thick face say town fight you number one destroy town dismiss leni robredo y pretend good conscienc bad how dare you 
2177,
2178,thank po help vp
2179,nay love queue      anunaaaaa queue pag si   just enough moi alway ahead heneb
2180,face plagu
2181,time ralli siquijor dumaguete 
2182,grabe    
2183,
2184,
2185,one bring palac like us ordinari peopl love love you w fight stand
2186,leni kiko are in faith government  philippin aliv noth left behind
2187,mall get chill someth like come you taragi yan      
2188,malacaang new offic address leni robredo  dark
2189,organ april vp event  pls clarifi peopl confused    chang venu amp tim macapag white plain amp from afternoon morning or    event separ other 
2190,happi birthday po 
2191,beauti written awesome i m happi you i feel like cavit incid chang life thank hard campaign god bless 
2192,ka ka tlga magform sir      hooooo gale    thank
2193,defect support philippin support bir oper think famili benefit clean government 
2194,vote word   then sasabhn nyu fake news circl polit
2195,let madam vp kng skali pulpolit height hands becaus one constitu endorse  instead  brought palac malacaan 
2196,    vp realli goodreal oh 
2197,
2198,still
2199,
2200,
2201,still
2202,day prepar time  bataan stand    
2203,role heart mamalen papictur naman po sa bday nyo heheh
2204,ang ganda thank you god bless 
2205,hey bbm na ralli yan do rally oi tamggap nyo na hurt ba it  hard sell lenlen
2206,omg  comment work thank much  madam 
2207,real uniti uniti protect country  interests  protect politician vp leni robredo
2208,mayor governor vote for 
2209,hope mayor convinc cebu mayor join support lenikiko 
2210,what  up pleas explain search pleas explain 
2211,wow
2212,hi sir god bless po 
2213,let  go nuclear now th philippin must save cost los option 
2214,yay   
2215,real uniti uniti protect country  interests  protect politician vp leni robredo
2216,anu dw     back mrs 
2217,real uniti uniti protect country  interests  protect politician vp leni robredo
2218,real uniti uniti protect country  interests  protect politician vp leni robredo
2219,me   wear pink top amphoes guard  hey kapampink me  show coffe leni robredo guard   laugh whisper  porridge   me  what  guard  noth  laugh  me  heard that  kuya i guess president guard  who  maam me  lbmyour morn fuck 
2220,call lol happen kamampink
2221,presid leni robredo  human right lawyer 
2222,super nice po
2223,strength also mawss ehhh thank gab 
2224,professor lawyer leni robredo say
2225,thank much hope like choos right honest leadership ther bad person  sometim influenc surround sometim chang outlook life 
2226,inodoro
2227,pure lng peyk jusko kakampink know
2228,ctto alon leni
2229,kai ni lenlen realli to  comphehes pleas
2230,
2231,take note everyone no endors big politicians th peopl spoken everybodi welcome com join us make countri better place live
2232,happi birthday  mhie   
2233,sana get pasay ralli hehe
2234,great        
2235,wow
2236,short term memori loss
2237,love u gab just keep share talent good cause u rock bro 
2238,us
2239,wow th energy 
2240,would like know holi say blasphem act cathol ritual observ lenten season 
2241,even sound speak like vp 
2242,peopl need fight   kelan p  refer vote bbm
2243,realli love part aft chanting  danc break
2244,love energi
2245,much bff lenlen report abl afford
2246,thank po presid leni robredo   
2247,solid bbm seem bataan mani peopl
2248,usurp right hold properti may happen leni robredo  term absolut lay groundwork it     
2249,hard time believ fake graphic right away     that next time  wish respect opinions  demand facts 
2250,woman withdraw  hero vote presid leni robredo vice presid kiko pangilinan
2251,
2252,thank bataan     life life
2253,
2254,
2255,tamficationismz
2256,rude vic presid leni robredo right address  watch word true ident come out 
2257,yung work home saidbecaus work from home  home  still vaccine hop first help find them  other know regist online  proactive 
2258,lie
2259,thank support presid leni robredo  long live 
2260,dng
2261,wow
2262,leeleefram huh told charged they still busi now  still gather evidence don t go  ressa convict he pleas refresh memory it seem like know it al you 
2263,pure tae
2264,nice
2265,dun island  vp leni made blunder but guess what  radio show  answer     correctly  highest umattend    compar babi recto manag answer  so weaker 
2266,
2267,consist      keep     
2268,
2269,
2270,
2271,
2272,
2273,
2274,
2275,leni robredo liter worst candid possibl care properti ownership right wors bbm even turn dictat  look up  search  the great reset  thi inform public 
2276,bbm ralli live band guest leni plu bbm full support lgu esp gov 
2277,rememb sir thank support good governance 
2278,bbm vs leni robredo  vote you  via answer say alot 
2279,
2280,wowwwwn t
2281,ticket whi ticket yet 
2282,lacson matula
2283,let  live ma am leni robredo let  cry  run jump show real support maam leni hope upcom elect never forget vote right person countri   
2284,last man stand woman accur     told wrong don t know phrase last man standing if think that  wrong  mean understand mean    
2285,want go even ralli vp leni case ibanv countri again 
2286,obviously  vp wonder fisherman  son sell fish partida  lawyer est pala 
2287,ang ganda po long live
2288,philippin data driven countri time or say vp  s time mor opportun us data worker
2289,kapampinks  accord police  came welcom vice presid leni robredo run mate  sen franc pangilinan balanga  arm placard poke fun recent call withdraw presidenti race 
2290,vp  new campaign logo  welcome  polit state color life  via rh    
2291,peopl made fun danced excus me eh peopl see tiktok good dancing ar type voter realli like that even artist involv stop you r great
2292,hope vp could help especi northeast central luzon peopl come home  jusko po sana manotice hahahaha
2293,daughter daddy  girl  mean maka dad  know that 
2294,x  taken context truth say peso rice  household members  kilo per week    have watch whole thing 
2295,looov performance 
2296,editorial for say vice presid leni robredo capabl dastardli maneuv buy support bibe rival back think again read more 
2297,editorial for say vice presid leni robredo capabl dastardli maneuv buy support bibe rival back think again read more 
2298,goosebump over thank much  kuya gab 
2299,thank much mam i cri said  ye hope depend us tak care
2300,repeat eh vp edi act bbm care official sh help voluntarili publicity 
2301,vp  leav    
2302,see later bayawan citi vp sen  atty 
2303,unless try  might struggl comprehens
2304,seem bad grass brod
2305,inform alreadi debunked meaning  never said vp leni     dare search video said can t see     fake graphic    and  teenage  teanag    
2306,may won bbm bbm bbm bbm bbm bbm 
2307,editorial for past weeks  commentari newspap expos terribl truth leni robredo  scheming  ambiti insincer de facto candid presid unpopular liber party read more 
2308,editorial for past weeks  commentari newspap expos terribl truth leni robredo  scheming  ambiti insincer de facto candid presid unpopular liber party read more 
2309,
2310,
2311,happi birthday  ms president 
2312,hay mayor scheme blame someon els pictur bmm type want blame bp leni robredo amount peopl respect increas mopa
2313,serious 
2314,ouch nabuanzon na hahahaha
2315,life
2316,hbd mama rogz 
2317,nice camping who it th one thought ralli cavite  sherwin suddenli rais president  god realli made way like kind bark would still happen 
2318,withdraw support pint also vote pacman
2319,well said
2320,like energi always  gab    onli talent peopl appreci
2321,receipt say true becaus receipt  you tiktok fake news    
2322,think din naman tita  charizz
2323,true becaus feel appreci sincer read placards when reach ralli placard would block ping lacson leni tropang angat
2324,gale mo gab      the go stop
2325,
2326,beautiful amaz talent
2327,super lectur vp forgot keep moving 
2328,advanc happi birthday madam vp 
2329,elect election  time consumpt man  angel deflect evilness  godbless
2330,teach nuno na nuno ka buang 
2331,win obviou panic mode cla hahahaha h h heart heart  man man 
2332,great gab hype crowd we r jealou april pleas too 
2333,lest issu make up if open area cover stage u turn slot portion 
2334,accus child  sex scandal plan  yet victim 
2335,prais god  god sherwin  purpos you keep safe god bless more 
2336,that  true 
2337,leni robredo  dishonesti corrupt involved imag source 
2338,nice  thank you 
2339,kapuso young actor joaquin domagoso boldli told vice presid leni robredo withdraw philippin president 
2340,loud proud kamampink pa trend guy pa bday let  go please  love kimmi
2341,grabe sa perform     
2342,
2343,bbm realli strong ofws 
2344,that  like thank n po ko ko
2345,kapampink spirit campaign small moves w cannot join h h due reason another w make way speak peopl send message  vote wisely leni kiko for love country 
2346,cri     mean  stori call  hope    
2347,wow huhuhu alway cri post     inspir
2348,wow energi    
2349,well  finish econom eh economist win case even though leni one pao where  brains 
2350,true leni realiz alway unpopular amp most hate presidenti candidate 
2351,leni robredo presid
2352,report harassment pathet fool
2353,go gab kick       
2354,cover laguna volunteers  volunt believ ability  excel affect leader canthank service 
2355,kim chiu  pleas move glass haha
2356,like lot peopl need hold hand minut picture leni robredo presid kiko pangilinan vice presid
2357,vp leni  vp leni presscon zamboasults  went vp leni cemeteri receipt muslim brothers th damag done yorm    depress     bank own 
2358,disgust visayas pinoy kase think you 
2359,want comment demand    
2360,hahaha way 
2361,awesom messag nice i lot friend support bbm there anoth furi winner captain corrupt unknown look fake news bbm vlogger spread fb 
2362,agree 
2363,leni robredo done noth term vice presid help nation building 
2364,e smart world go           hell care
2365,what do also right opinion beliv opinion beliv mine ok wg bother
2366,woman win  withdraw filipino life advanc happi birthday presid leni robredo god bless stay safe
2367,announc candidacy  lean toward lacson sotto anybodi els among kapampink differ candid shifting pleas drop initi choic here i want see thank
2368,kuuuuto dog
2369,let  scrutin top presidentiables for qualifi  sourc
2370,bataan  land hero martyrs 
2371,madam we r way bicol nowyou fix road  neck hurt hardship sit behind van chariz  special yarn 
2372,
2373,ye hear say  are go run president  isko  also  tiger tiger lion leon don t let down you believ word too 
2374,vote others w hide problem honest leni robredo presid kiko pangilinan vice president 
2375,report harass
2376,realli     height eneri
2377,pakalamara
2378,one vp best qualiti earth  real appreci support her 
2379,grabe naman po ang energy 
2380,see iloilo
2381,galing 
2382,
2383,
2384,also call vp pleas drop zubiri  landgrabb enabler  senatori list ther noth lose  increas support people 
2385,leonor robredopow peopl  team lang open
2386,na juy gilukdo 
2387,
2388,melai tagum likewis iloilo bacolod sortie  edu hidden i suggest kim chiu  janin berdin  etc 
2389,lugaw alway media     take care media    bbm  action want announc      blogger   
2390,vp president 
2391,evil trap unit presid leni robredo 
2392,leni robredo  serv faith listen tomitarian
2393,leeleefram credibl pala  give us credibl sourc legit yung naga leak  do even know came from  who made it   bandwagon feel smart and bec th issu connect vp  btw  charg that join you 
2394,hmmmm      bbm  appeal realli different 
2395,
2396,hahaha whi cri i m like fool it  analogy hahahahahaha synonym daw oh
2397,gab one anticip everi ralli    
2398,look like
2399,love gab
2400,wow thi guy realli stir crowd lov him 
2401,good day i cri wrote thank open heart god bless 
2402,
2403,lugaw piti left pina bbm back malacanang soon 
2404,talaga hahahahahaha synonym pala yan hahaha th reno  ground liver junior  crush a 
2405,ang gale
2406,group islam leader earlier pledg support manila mayor isko moreno presid came open declar support incumb vice presid leni robredo  pdi
2407,
2408,goosebumps good luck 
2409,tama 
2410,senior deserv respect put place gon r day said obeying i m also senior listen amp  respect young people  views if knew nkkbata knew  one also know know 
2411,slap bad mood hypocrit hypocrit ooppss troll
2412,
2413,pretti po
2414,wow your messag heartbreaking thank lot 
2415,nope ther still play area cla but that  respons owner lng dpat nka diap cla previ pet groomer lng cla allowed now roam around 
2416,   
